CreditScore,AnnualIncome,LoanAmount,LoanDuration,Age,EmploymentStatus,MaritalStatus,NumberOfDependents,EducationLevel,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,InterestRate,PaymentHistory,SavingsAccountBalance,CheckingAccountBalance,InvestmentAccountBalance,RetirementAccountBalance,EmergencyFundBalance,TotalAssets,TotalLiabilities,NetWorth,LengthOfCreditHistory,MortgageBalance,RentPayments,AutoLoanBalance,PersonalLoanBalance,StudentLoanBalance,UtilityBillsPaymentHistory,HealthInsuranceStatus,LifeInsuranceStatus,CarInsuranceStatus,HomeInsuranceStatus,OtherInsurancePolicies,EmployerType,JobTenure,MonthlySavings,AnnualBonuses,AnnualExpenses,MonthlyHousingCosts,MonthlyTransportationCosts,MonthlyFoodCosts,MonthlyHealthcareCosts,MonthlyEntertainmentCosts,LoanApproved
775,69352.0,17884.8,17.0,48,Self-Employed,Widowed,1,Bachelor,Other,555,0.6136120124657276,8,2,0.551670701924127,0,Debt Consolidation,0,0.0545970792932841,23,-2403,1528,-3542,26244,4377,107591,42635,51789,29,82814,968,8919.282139762867,6048,23980.627180659707,0.1414878007340322,Insured,Insured,Insured,Insured,2,Public,17,687,4419,29209,1347,480,331,329,137,1
449,29193.6,21075.0,18.9,43,Self-Employed,Single,3,Doctorate,Other,427,0.7835675011867643,7,7,0.9737463506972496,1,Auto,0,0.2780271029604544,1,6390,4216,13685,10307,294,134788,86865,58501,25,218800,1263,12913.0,4329,24364.0,0.5818096776791132,Insured,Insured,Insured,Insured,1,Private,10,1084,3368,30530,1315,182,496,159,51,0
497,39395.2,21420.0,2.7,50,Self-Employed,Widowed,4,High School,Mortgage,1006,0.9595544512564876,4,3,0.1326156182552916,1,Auto,0,0.1954081874096437,6,10367,2959,8944,33651,4970,124327,71161,70638,1,117636,860,9871.0,4631,24866.0,0.9332433668883728,Uninsured,Uninsured,Uninsured,Uninsured,0,Private,7,722,4167,7685,460,425,226,285,180,0
442,53130.4,16345.0,19.8,41,Self-Employed,Widowed,2,Bachelor,Other,589,0.7233703629450703,11,1,0.6504031178561747,0,Other,0,0.1060251661160847,2,3822,1794,13866,36129,2615,145874,40964,60548,7,142832,1156,10098.0,-831,26323.0,0.8473847130051514,Uninsured,Insured,Insured,Insured,3,Other,22,449,4944,42610,1308,-66,602,125,168,0
441,72444.0,21028.0,2.7,60,Employed,Widowed,0,Master,Mortgage,277,0.2589246883897768,7,8,0.982861906168059,0,Other,1,0.0337133020933081,17,8657,2372,10763,49343,2446,63080,55064,75903,21,111617,939,5450.0,3762,25342.0,0.9185659619965886,Uninsured,Uninsured,Insured,Uninsured,0,Other,21,135,9897,23600,710,300,118,272,149,0
722,55123.0,16807.680000000004,24.0,42,Self-Employed,Married,1,Bachelor,Own,342,0.2296642800616638,7,0,0.0444747610972298,0,Auto,0,0.22739989659123,25,5626,1989,15025,13800,2785,53069,45418,53503,9,166425,1253,3075.406999607844,4201,3683.8363871652814,0.3788467452581407,Uninsured,Uninsured,Uninsured,Insured,4,Self-Employed,4,407,8319,47487,917,266,920,349,121,1
610,40844.0,13964.0,25.2,29,Self-Employed,Divorced,3,Bachelor,Own,499,0.904506338338762,10,6,0.415164859820066,0,Education,0,0.1172005669948796,12,6277,1610,16955,14456,-370,79976,37207,52958,3,157628,904,9074.0,5557,33601.0,0.8312595361170676,Insured,Insured,Uninsured,Insured,1,Other,10,1189,7010,17864,875,484,155,256,39,0
625,51415.0,11708.160000000002,13.0,41,Employed,Widowed,3,High School,Other,686,0.6750715415155816,4,0,0.227751530386972,0,Debt Consolidation,0,0.2667786328855719,1,1309,3052,8159,-15978,2795,136215,9522,38750,16,201128,1115,3714.862955984231,4886,12410.553664511608,0.0793933761216406,Uninsured,Uninsured,Insured,Insured,0,Self-Employed,20,756,4656,30342,1470,454,330,46,89,1
641,84621.0,13319.680000000002,11.0,55,Unemployed,Widowed,3,Master,Rent,676,0.3508003191594712,0,9,0.1692695866487973,0,Debt Consolidation,0,0.1972516832748626,27,8473,971,2854,31621,1288,99407,54177,76098,13,153665,939,8673.279671839246,1782,17298.07519337983,0.3611748180954582,Insured,Uninsured,Insured,Insured,2,Self-Employed,0,470,2071,35240,1269,204,507,248,131,1
654,33864.8,17306.0,4.5,50,Self-Employed,Widowed,0,Bachelor,Other,734,0.0895139813256178,8,6,0.1389063666819452,0,Other,0,0.0970785160635718,21,-3711,1285,15674,33637,3646,-17984,58220,25849,22,190715,1201,12811.0,2338,22594.0,0.6628549841995175,Uninsured,Uninsured,Uninsured,Insured,0,Private,4,440,1393,25473,899,39,247,307,133,0
766,74620.0,15967.36,21.0,46,Self-Employed,Single,0,Associate,Mortgage,566,0.8457139960428324,2,7,0.3464129884460665,0,Other,0,0.1581472467488087,15,5495,1640,12167,37927,4775,181782,25385,10638,25,185027,1323,4144.426898444132,5079,13270.62868727493,0.6689866167515716,Insured,Uninsured,Uninsured,Uninsured,2,Other,22,450,5939,31525,1499,187,702,374,50,1
832,32017.6,18891.0,1.8,60,Unemployed,Divorced,4,High School,Own,344,0.3480512368470638,4,9,0.161150772660638,0,Other,0,0.2391601998698371,23,2589,3061,6676,30915,1493,149937,35194,39619,28,200099,897,4210.0,2372,1967.0,0.9274690024636676,Uninsured,Insured,Insured,Uninsured,2,Self-Employed,14,554,6728,23041,971,347,305,299,101,0
600,61038.0,12314.240000000002,16.0,51,Self-Employed,Married,0,High School,Mortgage,688,0.6264215445286638,5,8,0.1124886762051274,0,Debt Consolidation,0,0.2418263902320575,17,4271,2832,12821,23185,3425,93691,24551,31134,9,190826,1207,10059.018344363132,2644,20285.59372240882,0.3882532189927319,Insured,Uninsured,Uninsured,Uninsured,1,Private,11,187,4471,11762,777,323,112,117,121,1
699,46568.8,31498.0,15.3,36,Self-Employed,Single,2,Doctorate,Other,774,0.4436113784840596,14,6,0.7008111330749067,1,Debt Consolidation,1,0.1589782483540056,23,11267,2326,7401,17176,2236,-17337,19418,56763,9,93771,957,10958.0,7684,1050.0,0.975055373753516,Insured,Insured,Uninsured,Insured,2,Private,4,478,2558,30594,404,-25,88,191,207,0
322,33492.8,23459.0,0.9,52,Employed,Widowed,4,Bachelor,Other,384,0.1156360819904476,11,6,0.2073170338990217,0,Other,0,0.1598163670353879,19,2591,1792,11125,42756,4023,93536,21118,30089,16,127413,751,16516.0,5957,20318.0,0.4482643933862816,Uninsured,Uninsured,Uninsured,Uninsured,4,Public,27,668,7795,30640,530,40,549,235,38,0
424,37571.2,17455.0,10.8,50,Unemployed,Divorced,4,Associate,Mortgage,265,0.3217540324818567,4,5,0.2939758938898721,0,Home,0,0.1644704121723629,15,3831,1678,10859,28928,-343,113278,33299,72440,7,183764,807,16591.0,5253,36790.0,0.5052891412477285,Insured,Insured,Uninsured,Insured,4,Self-Employed,26,314,4460,25567,1386,196,513,189,114,0
780,47816.0,26180.0,9.0,36,Employed,Widowed,0,Doctorate,Mortgage,365,0.3329241916378034,9,7,0.7315184880116646,0,Debt Consolidation,0,0.2138640292057797,18,1119,1511,1010,4917,1527,31926,74979,104715,10,109712,1217,13247.0,7160,21542.0,0.9703468338394092,Insured,Uninsured,Uninsured,Insured,0,Public,11,270,7787,43027,589,193,294,104,171,0
389,43292.8,33113.0,9.0,53,Unemployed,Widowed,4,Bachelor,Rent,743,0.9418050465791308,5,9,0.172716285978122,0,Auto,0,0.0957995267529758,14,2642,826,13912,31303,2809,170317,39392,61805,28,125130,957,5999.0,6941,-314.0,0.2122033978091718,Uninsured,Uninsured,Uninsured,Uninsured,2,Public,14,280,5812,31444,1230,464,773,182,63,0
468,57996.8,16262.0,6.3,58,Self-Employed,Widowed,2,High School,Other,238,0.7167347673694131,3,6,0.9594717586361958,0,Other,0,0.2629748081489598,9,5793,3769,12685,18929,2411,87774,42465,66187,12,153437,1114,8759.0,8132,21109.0,0.7997215370000432,Insured,Uninsured,Insured,Uninsured,4,Private,8,733,3438,28830,1472,259,404,211,160,0
545,62303.0,15823.36,7.0,51,Unemployed,Single,0,Associate,Other,328,0.699191122257733,11,1,0.3025467914933827,0,Other,0,0.2877361637422776,19,49,2203,8189,14655,6710,181780,50905,26609,28,216964,765,5800.241674896399,2987,15467.3540708828,0.2485608170147699,Insured,Insured,Uninsured,Insured,1,Other,0,307,3955,28962,1023,225,369,33,97,1
639,47548.0,19123.0,9.0,51,Unemployed,Married,1,Master,Mortgage,340,0.4915462342698287,14,9,0.2449484080113202,0,Debt Consolidation,1,0.0961952628467349,7,570,1696,12664,30920,5142,95795,50850,68961,9,91181,888,6761.0,3782,1159.0,0.6121894228551538,Uninsured,Insured,Uninsured,Uninsured,1,Self-Employed,26,398,5143,20186,226,154,273,305,30,0
637,43890.4,20151.0,22.5,31,Employed,Married,4,Doctorate,Other,300,0.229171524904144,6,7,0.7478918932986325,0,Debt Consolidation,0,0.1619360973500521,20,7635,2611,12139,-2973,1287,154578,98170,97016,0,176447,900,7021.0,4271,28964.0,0.0680664063299051,Insured,Insured,Insured,Insured,4,Public,5,669,3251,53564,614,280,610,102,13,0
397,45645.600000000006,15056.0,10.8,37,Self-Employed,Divorced,2,Bachelor,Rent,541,0.8195938097012136,1,3,0.8424439806312793,0,Debt Consolidation,0,0.0215986994735517,17,5923,3473,9545,41989,2370,49757,82425,65122,5,130314,959,9849.0,5472,29150.0,0.3431540772316808,Insured,Uninsured,Uninsured,Uninsured,0,Other,0,833,4210,38793,1246,146,303,159,66,0
350,46800.0,23320.0,12.6,43,Employed,Single,1,Bachelor,Other,310,0.6790847436388777,13,1,0.4084653669929031,0,Other,0,0.2492370029808504,10,9351,3256,4890,48997,1028,103954,85577,66635,8,200810,849,12794.0,4585,26978.0,0.7387733048748365,Uninsured,Uninsured,Uninsured,Insured,3,Other,20,707,9193,21770,1472,176,98,115,61,0
424,57403.2,24898.0,21.6,34,Unemployed,Divorced,0,Doctorate,Other,272,0.8381343067631117,10,9,0.6864005475698095,0,Other,0,0.033196978145113,11,7202,3149,12073,33516,3605,-33484,43172,45982,6,110368,1440,13183.0,5822,12521.0,0.0149955159316816,Insured,Uninsured,Uninsured,Insured,4,Other,10,108,5974,30458,1452,433,335,255,145,0
607,21540.800000000003,8301.0,0.9,52,Unemployed,Divorced,3,Master,Mortgage,906,0.4664298883882637,2,0,0.4245990167200899,0,Auto,0,0.1080895182883632,21,7284,1939,21592,46608,4271,125246,11868,35341,13,112809,1251,16150.0,8173,22498.0,0.5259793591090719,Uninsured,Insured,Insured,Uninsured,0,Other,24,167,5885,34300,593,-169,739,88,141,0
822,76142.0,14104.320000000002,3.0,52,Employed,Single,1,Bachelor,Mortgage,536,0.5292568431638485,12,8,0.0019730774507997,0,Education,0,0.1009859196336214,4,1868,2672,14125,8747,-708,101944,49398,8268,16,114787,503,11079.138670064756,3341,12306.980756969726,0.0773581454685903,Insured,Uninsured,Uninsured,Insured,0,Public,27,993,4437,30175,980,322,209,150,114,1
408,60416.8,15700.0,15.3,40,Unemployed,Married,4,Associate,Mortgage,768,0.6072117686518449,2,1,0.6464000817402721,0,Debt Consolidation,0,0.1737182238708405,22,6506,1633,14176,33254,5492,104282,69097,43740,7,128688,1055,7866.0,2745,31620.0,0.3865762524643331,Insured,Insured,Uninsured,Insured,0,Public,20,576,4557,13339,938,266,228,230,104,0
336,47998.4,16219.0,17.1,46,Self-Employed,Single,0,High School,Own,542,0.4042016972484987,13,5,0.9823311730764278,0,Debt Consolidation,0,0.0111313379764528,22,2007,618,9854,51544,3753,105412,57924,21736,16,232412,631,19598.0,9074,12769.0,0.4761213317809876,Insured,Uninsured,Uninsured,Insured,0,Other,24,715,5299,31481,377,380,106,67,184,0
468,39418.4,18599.0,7.2,48,Self-Employed,Married,0,Bachelor,Mortgage,328,0.3029875563522577,4,3,0.4648679955737832,0,Other,0,0.1310753536502828,14,7233,351,10496,67003,7608,85944,60196,87934,7,153588,1058,8148.0,9054,18687.0,0.1907649242805348,Insured,Insured,Uninsured,Insured,0,Other,30,1036,8228,39530,1541,528,251,154,144,0
441,54428.0,18906.0,3.6,51,Employed,Single,0,Associate,Other,627,0.0362102343566823,4,2,0.9307010868546548,0,Other,0,0.1875371010051106,5,2082,2557,10635,28940,5022,-6616,25795,52782,11,85353,752,3117.0,812,11045.0,0.6395448491232983,Uninsured,Uninsured,Uninsured,Uninsured,4,Other,11,314,4368,23094,1333,260,527,329,172,0
846,15255.2,30229.0,15.3,33,Self-Employed,Divorced,4,Bachelor,Mortgage,267,0.8939823594449173,9,5,0.3675221028940524,0,Other,0,0.2869174711762808,28,5062,1180,8325,1267,4001,73442,84067,13795,3,157057,797,5637.0,6650,9562.0,0.0492188660158046,Uninsured,Insured,Insured,Uninsured,0,Private,11,822,5971,28150,626,208,390,232,63,0
587,59180.0,13471.0,13.5,48,Employed,Widowed,4,High School,Mortgage,244,0.2119603579715884,9,8,0.2369395982928112,1,Other,1,0.2148853364492006,18,5460,2190,7798,25838,6908,184955,20327,34381,7,151634,995,19968.0,3342,22867.0,0.525852758762274,Insured,Insured,Uninsured,Uninsured,1,Public,26,999,2635,29114,540,174,395,428,133,0
670,44519.0,12190.72,22.0,37,Self-Employed,Divorced,0,Master,Mortgage,446,0.2240610376828342,10,6,0.3742941787459501,0,Other,0,0.2906606139307807,21,2901,2256,9189,29144,2580,124129,61792,-9763,1,207807,1424,4435.567433876676,5839,11599.465827747825,0.3651478165521481,Insured,Insured,Insured,Uninsured,0,Private,8,596,4741,32009,1322,397,201,116,113,1
491,51824.8,21055.0,2.7,55,Unemployed,Widowed,4,Master,Mortgage,306,0.0296369496018678,11,9,0.0081689161276843,0,Debt Consolidation,1,0.1742144989208914,25,5101,1758,11405,36489,1643,104016,56918,66376,17,174611,1267,10531.0,6261,21425.0,0.5519811697841546,Insured,Insured,Insured,Insured,1,Other,17,811,5159,45898,467,214,449,69,154,0
539,54178.4,22204.0,8.1,38,Self-Employed,Widowed,3,Master,Other,595,0.0588159169368931,4,0,0.3782026275410334,0,Other,0,0.1395800398699073,10,12542,1752,9364,34134,4261,113500,14703,68869,15,171818,779,10565.0,5862,24345.0,0.4928163897860806,Uninsured,Uninsured,Uninsured,Uninsured,1,Private,9,-217,3253,25581,1340,371,449,269,44,0
646,70940.0,7070.080000000001,22.0,42,Self-Employed,Divorced,1,Master,Other,766,0.3970911077188132,1,0,0.380222775772845,0,Education,0,0.1352619324643715,20,7765,511,8779,-6699,-2063,70850,53088,56828,17,108647,872,6718.049047577801,4373,6807.819220050125,0.5142044371265647,Insured,Uninsured,Uninsured,Uninsured,0,Private,14,109,8893,34982,1622,362,499,120,29,1
486,39701.600000000006,12736.0,3.6,56,Unemployed,Divorced,4,Doctorate,Mortgage,646,0.6010654173117289,4,7,0.6575391135467952,0,Other,0,0.1669788245242395,26,4903,1745,4125,37983,3861,23078,46076,41422,6,144496,861,9136.0,4127,17739.0,0.8689972976000901,Insured,Insured,Uninsured,Uninsured,2,Private,9,776,4090,36901,-229,42,526,143,40,0
692,51833.600000000006,19951.0,17.1,44,Employed,Divorced,1,Associate,Rent,532,0.1602882463920621,14,4,0.7912993466793947,0,Home,1,0.0519263212052076,25,9276,3645,13572,17996,3236,99987,54667,10997,10,169166,474,11080.0,3111,15217.0,0.5838892325000179,Insured,Insured,Insured,Uninsured,4,Self-Employed,26,681,4183,38766,1280,504,259,398,9,0
682,45491.0,16160.0,8.0,47,Self-Employed,Widowed,3,High School,Own,593,0.0808575131705525,3,7,0.4415236299608327,0,Other,0,0.1865565414648236,17,5199,3088,5321,32381,5745,74845,24229,63705,18,187245,1310,8886.933191381473,3086,26403.393436808303,0.1308613979910659,Insured,Uninsured,Insured,Uninsured,2,Public,15,686,4562,24384,898,249,349,254,96,1
842,63896.0,14552.320000000002,3.0,60,Employed,Divorced,3,High School,Own,249,0.7010953624739191,3,9,0.333189643647803,0,Home,0,0.1709981221074628,11,2385,1268,15207,47356,-1225,87407,10087,53948,11,103223,1169,4540.137290272343,4654,10262.815466903276,0.4358674011925352,Insured,Uninsured,Insured,Insured,2,Private,33,430,7100,36843,738,42,191,186,185,1
381,49360.8,26150.0,7.2,51,Unemployed,Divorced,0,Bachelor,Rent,778,0.4635960915500474,0,9,0.4711174247829252,0,Debt Consolidation,0,0.0986618673511419,6,1774,1469,14489,26464,2010,-2974,66457,64224,27,109197,1036,15304.0,6183,27558.0,0.0276021181477891,Uninsured,Insured,Insured,Uninsured,1,Private,15,959,3133,24390,1500,535,419,218,17,0
402,34060.8,31151.0,15.3,38,Self-Employed,Married,1,Associate,Other,303,0.5056336442642944,2,1,0.7957588204793591,0,Home,0,0.0329137939697303,5,5987,1967,11999,41124,7448,79919,93790,20079,2,187643,969,13592.0,1744,12270.0,0.5926952097466348,Insured,Insured,Insured,Insured,2,Other,7,897,7822,31741,982,155,448,175,93,0
397,57759.2,27740.0,12.6,48,Self-Employed,Single,1,High School,Other,959,0.187419024799416,6,6,0.9810194880794568,0,Debt Consolidation,0,0.027213860272387,4,4240,595,7133,13379,4554,-11773,35475,95487,7,83397,792,1967.0,2152,32743.0,0.4452161032666655,Uninsured,Uninsured,Insured,Uninsured,1,Public,2,729,5997,24612,538,434,139,69,94,0
541,47959.0,9902.72,8.0,42,Self-Employed,Widowed,0,High School,Own,724,0.8883692878592673,6,0,0.78930719464417,0,Other,0,0.1266316970923263,28,4500,2566,6030,54247,4477,39125,35098,46879,21,56997,987,5337.576482929954,5665,11700.939284461152,0.8834066355709274,Uninsured,Uninsured,Insured,Uninsured,2,Public,18,840,5742,31779,997,175,641,76,83,1
720,62119.0,9585.920000000002,3.0,49,Employed,Divorced,3,High School,Other,292,0.3527065493448295,6,8,0.3841260003177124,0,Other,0,0.2296344807148025,8,6914,1906,12015,22616,4247,118194,54784,71197,17,92278,1490,1424.10602990647,5811,17903.416848945555,0.5393816749280019,Insured,Insured,Insured,Insured,0,Public,28,636,6281,38709,363,157,370,354,67,1
771,68390.0,9706.88,10.0,54,Unemployed,Single,2,Master,Mortgage,609,0.4347457888675533,12,6,0.1296636597530527,0,Auto,0,0.1130299510054268,17,5464,2390,16761,26679,4351,67175,46826,23084,4,121803,678,3300.3450360273023,3580,4762.254296097975,0.0498059855143416,Insured,Uninsured,Insured,Insured,0,Self-Employed,23,300,4146,28423,1117,185,230,337,38,1
467,31589.6,22515.0,2.7,60,Self-Employed,Married,2,Master,Own,635,0.2467564679782775,7,4,0.8684532425424509,0,Other,0,0.0207704677957586,23,4747,1336,8238,10293,-349,197709,25506,61411,15,228134,970,6111.0,382,25505.0,0.1870003637425683,Uninsured,Insured,Insured,Uninsured,0,Private,13,675,6082,17940,606,37,253,94,59,0
345,62792.0,12972.0,17.1,26,Employed,Divorced,4,Master,Other,503,0.8043122141181662,11,9,0.831084688024463,0,Auto,0,0.0287987325320981,15,6287,3410,399,35412,4866,117885,49527,33632,5,143735,1343,11884.0,5749,27391.0,0.3360678896479294,Insured,Insured,Uninsured,Insured,0,Public,3,527,8734,31076,1245,94,505,65,28,0
611,33480.8,21244.0,11.7,52,Unemployed,Widowed,2,Associate,Mortgage,764,0.0828266823565954,0,0,0.3178481104360928,0,Auto,0,0.1906505426384246,4,6673,2121,6523,46971,2349,30662,41545,31465,1,115036,747,13429.0,7401,8449.0,0.4192476289164529,Uninsured,Insured,Uninsured,Insured,0,Other,19,341,3902,10740,1262,211,174,277,43,0
565,49825.600000000006,24591.0,11.7,49,Employed,Divorced,1,Master,Mortgage,409,0.7179783020378092,9,2,0.9707182072125374,0,Other,0,0.1093790715754124,21,-3314,2125,11899,58039,2794,134224,51923,79024,20,129317,1551,13433.0,2667,14455.0,0.5892649307169979,Insured,Insured,Uninsured,Uninsured,2,Private,24,367,8393,25422,786,431,620,197,83,0
683,54595.2,24525.0,0.9,43,Employed,Widowed,2,Bachelor,Rent,491,0.0310709239648914,1,5,0.8912438494551933,0,Debt Consolidation,0,0.1635065345879839,28,7529,3619,6267,6464,4559,66237,52623,131917,24,225071,1127,19048.0,3235,36305.0,0.6072020559543205,Uninsured,Insured,Insured,Uninsured,1,Public,25,995,5615,28590,1378,270,472,143,125,0
757,48238.4,23698.0,2.7,57,Employed,Divorced,0,High School,Mortgage,409,0.4577170255491405,7,2,0.128543668272139,0,Other,0,0.1876320918860785,13,-757,1609,6713,29496,3391,39108,33072,1699,12,80290,1348,9529.0,5438,35469.0,0.9283180752068214,Insured,Insured,Uninsured,Uninsured,3,Self-Employed,11,1213,4845,45062,1342,119,256,192,125,0
365,58265.600000000006,25068.0,14.4,46,Employed,Divorced,4,Associate,Other,216,0.4406078570571577,6,2,0.9370084558963152,0,Debt Consolidation,0,0.0768387913621788,28,1289,1649,8477,23315,19,85266,62022,88847,11,292381,1037,17120.0,5983,14534.0,0.4408512303045373,Uninsured,Uninsured,Uninsured,Insured,2,Private,1,644,4171,41226,1143,485,697,257,97,0
361,49243.2,16642.0,18.9,37,Unemployed,Married,1,Master,Other,607,0.972559318233456,12,6,0.1754472164808136,0,Education,0,0.1301308714607544,11,4840,4154,16328,32175,3571,97212,70853,80341,6,176040,1427,11236.0,1901,21668.0,0.4682582701277673,Insured,Uninsured,Uninsured,Uninsured,1,Private,1,33,3480,42322,987,407,62,238,131,0
722,53781.0,17638.4,3.0,53,Employed,Divorced,2,Doctorate,Mortgage,63,0.6637680616713724,8,7,0.5363514999077755,0,Auto,0,0.0306580043727283,27,7981,1247,5156,40441,2718,25419,18978,77931,18,135967,1026,14104.893795412789,5675,15331.589583969791,0.8666923939137952,Uninsured,Insured,Uninsured,Uninsured,2,Self-Employed,6,662,4386,14429,1001,368,752,201,47,1
419,47871.2,19313.0,1.8,26,Unemployed,Widowed,2,Master,Own,587,0.1681773418176104,4,7,0.9753484202059138,0,Other,0,0.2465193722340434,13,2642,1492,5429,35380,1644,119803,55664,20950,4,158571,1631,534.0,3672,11401.0,0.6718522637605239,Insured,Uninsured,Uninsured,Insured,1,Private,6,411,1076,31689,461,279,571,295,102,0
432,56099.2,21056.0,9.9,36,Employed,Married,1,Master,Mortgage,434,0.3203886309777926,0,0,0.7216183753408941,0,Auto,0,0.1617067153198686,5,4277,1996,10947,49347,3536,111703,62296,70685,6,160811,1076,16057.0,6330,23275.0,0.7106297799124116,Insured,Uninsured,Uninsured,Insured,0,Self-Employed,15,876,5149,38098,334,250,556,267,35,0
516,67942.40000000001,25540.0,8.1,55,Unemployed,Divorced,2,Master,Other,338,0.6275045086233386,13,4,0.9235539371916014,1,Other,0,0.2125258559858422,22,6134,1281,14829,25261,1281,131771,29361,51746,11,300879,490,8637.0,3389,6643.0,0.9923637992693598,Uninsured,Insured,Uninsured,Insured,3,Self-Employed,8,221,6833,35962,890,211,86,120,113,0
407,50286.4,18647.0,12.6,40,Employed,Married,0,Associate,Other,460,0.4356171952725211,0,8,0.5514104604252873,0,Auto,0,0.2444106597799448,11,7582,758,11742,12976,2383,63492,42044,45146,16,149639,469,13647.0,5805,40404.0,0.4815523746156904,Uninsured,Uninsured,Uninsured,Uninsured,3,Public,3,400,2129,29759,730,79,165,191,124,0
450,47356.0,19601.0,12.6,49,Employed,Married,0,Master,Mortgage,585,0.9022377875701708,5,1,0.6975665950638659,0,Other,0,0.1143907704926715,24,3120,504,4314,29256,-766,137027,44944,75237,3,167986,1441,16067.0,3991,-1289.0,0.5807299015759446,Insured,Insured,Uninsured,Uninsured,1,Self-Employed,23,400,2161,46494,1135,95,587,275,104,0
399,55087.2,14319.0,2.7,39,Employed,Widowed,3,Master,Mortgage,374,0.589445789180599,14,9,0.0251228329154765,0,Auto,0,0.1613961333320157,29,5007,1877,9818,27838,3454,76969,82525,7164,4,69392,1477,19636.0,4748,21278.0,0.3222462278772139,Uninsured,Insured,Uninsured,Uninsured,2,Other,4,694,6372,29041,995,577,190,-13,138,0
594,57252.0,18498.0,15.3,33,Employed,Divorced,1,Associate,Mortgage,126,0.9642114350809954,9,0,0.6685302826741735,0,Other,0,0.1119056107051529,0,3707,2197,15664,31651,6133,230994,37515,79731,10,175730,897,8945.0,1900,6944.0,0.2433240038561074,Insured,Insured,Uninsured,Uninsured,1,Other,4,267,4905,31879,832,209,657,214,123,0
309,42165.600000000006,21960.0,9.9,51,Employed,Single,4,Master,Own,430,0.980225015453921,10,2,0.1456157208320556,0,Auto,0,0.0428935235218754,26,5249,1672,6488,24832,2338,141175,43221,122192,27,150340,1409,11768.0,4225,25345.0,0.4098763896034026,Uninsured,Uninsured,Uninsured,Uninsured,0,Public,7,-100,12135,18013,775,123,202,105,101,0
637,52075.0,11002.88,30.0,36,Employed,Married,1,Doctorate,Other,353,0.0948609410138938,5,5,0.6783250139994141,0,Auto,0,0.2264807136419149,25,6511,2262,5267,34388,1646,107656,58210,1029,11,183716,1015,2639.8246481467527,4866,25074.44106233512,0.1382593578967162,Insured,Insured,Uninsured,Insured,3,Private,16,151,3125,27368,1079,254,354,150,65,1
306,35630.4,17814.0,11.7,46,Unemployed,Widowed,1,Bachelor,Rent,628,0.5723565423266677,4,1,0.8915629504666931,0,Other,0,0.0607589436078098,11,-349,2336,14214,19111,1735,110217,33194,14466,0,182718,1101,9344.0,5264,31305.0,0.0836556366399534,Uninsured,Uninsured,Insured,Uninsured,1,Public,14,593,5834,18067,1149,631,442,151,81,0
517,32594.0,13411.84,12.0,46,Self-Employed,Single,4,Master,Mortgage,290,0.6030572371214354,1,3,0.5135429303434387,0,Other,0,0.2362920760118148,24,-576,3228,10596,12631,1621,116258,38698,38269,1,166909,763,13249.527416118726,7072,15869.048996079013,0.1150093539186051,Insured,Insured,Uninsured,Uninsured,1,Private,7,71,5000,37977,298,500,529,288,199,1
405,34176.8,7820.0,10.8,38,Unemployed,Divorced,0,Master,Rent,493,0.6924984803299319,13,9,0.1107971367363579,0,Other,0,0.2757513210390457,14,6332,3465,17018,18735,444,41325,61540,49668,7,214030,495,9502.0,2478,34379.0,0.7830782533549195,Uninsured,Insured,Insured,Uninsured,4,Other,15,783,4876,20934,1040,238,341,67,59,0
840,89225.0,14286.080000000002,9.0,53,Unemployed,Single,4,Doctorate,Mortgage,725,0.1740073011958721,4,7,0.6499387382558168,0,Other,0,0.2324435411724157,28,7811,3152,18904,37806,5098,53118,67112,63082,1,222909,648,4069.196785929264,8837,7052.055333104966,0.8519126073585482,Uninsured,Uninsured,Uninsured,Uninsured,2,Public,32,-70,3966,27447,522,190,871,231,59,1
685,52031.2,24067.0,13.5,33,Unemployed,Widowed,3,Bachelor,Mortgage,527,0.5609400125547872,4,6,0.7497706080401364,0,Auto,0,0.2812703313686024,25,4330,2228,3481,31607,4884,171853,57921,74314,13,115123,716,11959.0,5311,17432.0,0.3092492207556242,Insured,Insured,Uninsured,Insured,4,Private,3,815,4789,13664,1537,270,558,229,173,0
729,35564.8,10280.0,8.1,55,Unemployed,Widowed,2,High School,Own,417,0.3798763688761385,8,8,0.5337308726021142,0,Other,0,0.2590744242172626,10,1645,1650,12058,6551,1998,59177,54173,-1377,8,80374,345,12210.0,10036,15906.0,0.9652348835781288,Insured,Insured,Insured,Uninsured,3,Self-Employed,1,348,5714,40875,199,202,784,260,125,0
623,78557.0,15377.280000000002,25.0,35,Self-Employed,Widowed,3,High School,Other,443,0.8113037496264579,9,9,0.5078945546306889,0,Education,0,0.2391970413990371,24,1877,1922,13005,25675,823,102179,26952,38983,14,241864,911,6072.574682200225,13,-4142.916301675241,0.8443444574794251,Insured,Insured,Uninsured,Insured,3,Private,7,702,4646,36117,1751,406,438,270,70,1
