CreditScore,JobTenure,EmploymentStatus,TotalLiabilities,PaymentHistory,TotalAssets,LoanAmount,BankruptcyHistory,SavingsAccountBalance,InterestRate,DebtToIncomeRatio,HomeOwnershipStatus,CheckingAccountBalance,AnnualIncome,CreditCardUtilizationRate,NumberOfCreditInquiries,EducationLevel,MaritalStatus,NumberOfDependents,PreviousLoanDefaults,MonthlyDebtPayments,Age,LengthOfCreditHistory,UtilityBillsPaymentHistory,NetWorth,NumberOfOpenCreditLines,LoanApproved,LoanDuration,LoanPurpose
567,5,Employed,9466,25,126454,18438.0,0,6605,0.2845266716159235,0.4278447472061523,Rent,561,52129.0,0.6743068224721283,1,Bachelor,Single,1,0,343,45,3,0.9617287331382658,116988,5,0,60.0,Education
482,5,Employed,14245,31,35685,64695.0,0,10081,0.3687663170142454,0.240122653117751,Rent,245,15000.0,0.559860277079731,3,High School,Single,4,0,906,29,14,0.9370457218243926,21440,3,0,84.0,Other
597,12,Employed,21726,17,107484,16967.0,0,2480,0.235788994561969,0.3361594221699479,Mortgage,898,35948.0,0.1205482452402755,2,Master,Single,0,0,566,46,7,0.8319885353668125,85758,4,0,48.0,Auto
479,7,Employed,58835,18,42813,18121.0,0,1119,0.3191696769308311,0.3880913996101278,Rent,1031,27777.0,0.1414568571247206,1,High School,Married,1,0,504,18,29,0.666159099005374,8678,5,0,72.0,Auto
543,6,Employed,55412,20,29522,16477.0,0,808,0.23407438482071,0.3274277316452294,Own,1522,60756.0,0.0852635379840591,1,High School,Single,0,0,252,51,21,0.7413402816346167,5118,5,0,60.0,Other
539,6,Employed,16826,28,75945,21536.0,0,3576,0.2825778456485135,0.6993178779723198,Mortgage,1947,37747.0,0.513572176428179,0,Bachelor,Single,0,0,562,33,26,0.7797948789918717,59119,5,0,84.0,Education
565,4,Employed,18840,23,47433,27367.0,0,2119,0.2098829491610888,0.0121243958538571,Mortgage,2676,26043.0,0.3010587217188973,1,Master,Widowed,2,1,569,33,19,0.9536352921324244,28593,1,0,36.0,Education
548,4,Employed,105299,28,25134,32570.0,0,3458,0.3117233354523664,0.2965858630834003,Mortgage,1302,39971.0,0.1236075403391095,3,Bachelor,Single,0,0,162,41,28,0.8269110776026197,1911,2,0,72.0,Education
479,7,Employed,18403,18,73517,17114.0,0,2623,0.262886725647049,0.3261827612588061,Own,1344,71299.0,0.6040693439449842,2,Bachelor,Single,1,0,137,18,1,0.510031068875615,55114,2,0,84.0,Auto
595,5,Employed,12966,28,25459,14709.0,0,493,0.2545552952260189,0.2905210910700319,Rent,918,95281.0,0.3861068010678991,0,High School,Widowed,3,0,302,36,22,0.824826874927043,12493,0,0,108.0,Home
484,6,Employed,14411,22,52594,15098.0,0,7690,0.2919948226469924,0.2495141504294333,Mortgage,3935,15000.0,0.3656740983622469,1,High School,Single,3,0,563,35,26,0.874722424710559,38183,2,0,60.0,Debt Consolidation
540,1,Employed,56820,19,41818,30359.0,1,2571,0.198952899917295,0.0675754561828907,Own,242,33818.0,0.1533900289609242,2,High School,Married,3,0,295,20,15,0.9144113354007763,4345,2,0,12.0,Auto
501,5,Employed,5636,26,77258,15842.0,0,1590,0.2318140271549674,0.0330987638434478,Rent,332,41482.0,0.1704136902379796,2,High School,Married,1,1,105,41,29,0.7944104095261962,71622,5,0,24.0,Home
539,8,Employed,18618,24,31251,8364.0,0,9317,0.249669236827148,0.2768756462331975,Other,837,28283.0,0.2485801081122477,2,Associate,Single,1,1,449,43,20,0.8317495466315298,12633,2,0,60.0,Other
561,8,Employed,6893,22,193816,24439.0,0,4754,0.225351286959148,0.0415342377711895,Rent,7278,136028.0,0.5180652775127407,1,High School,Single,4,1,592,49,9,0.7355319488537909,186923,4,1,36.0,Home
447,6,Employed,32011,21,10893,58012.0,0,3618,0.3117550180975275,0.29390103587603,Own,1406,90803.0,0.2202453247920454,1,High School,Single,5,1,223,23,27,0.8615431343814611,5893,3,0,60.0,Auto
521,5,Employed,25315,25,70833,34221.0,0,2683,0.2744648598961603,0.536389545476905,Mortgage,4651,15000.0,0.1205710035757337,1,High School,Widowed,3,0,265,19,20,0.5412151668662082,45518,5,0,36.0,Auto
617,5,Employed,69733,18,55525,14856.0,0,1074,0.1711103922207676,0.4975283963569009,Rent,2448,24577.0,0.2291713738884546,1,Associate,Single,3,0,525,58,9,0.8036942399178967,9585,2,0,12.0,Debt Consolidation
582,7,Employed,34963,28,89958,49151.0,0,10870,0.2713091375352658,0.3353959089358952,Own,2302,30092.0,0.5748092205734062,0,Bachelor,Married,1,1,365,45,13,0.9171881650691852,54995,3,0,60.0,Auto
600,6,Employed,9769,15,61116,10130.0,0,3907,0.2397486982316363,0.4676771637948538,Mortgage,2268,52272.0,0.1981971319823204,2,High School,Single,0,0,190,28,18,0.8118581663117861,51347,5,0,120.0,Other
600,6,Employed,20285,21,30880,74547.0,1,4513,0.2931827639043117,0.3736476164451117,Own,2769,58934.0,0.2329602732059623,1,High School,Single,2,0,675,44,22,0.8340354512169696,10595,4,0,48.0,Debt Consolidation
483,4,Employed,61324,17,42198,11861.0,0,1007,0.2871050524515237,0.741294875652734,Mortgage,807,57706.0,0.2411223801011373,1,Associate,Single,1,0,283,35,18,0.8930913132250275,8598,4,0,72.0,Auto
574,6,Employed,5950,27,38198,5163.0,0,3141,0.2516654856745215,0.1981528554668243,Rent,42,34276.0,0.3068512432051159,0,Doctorate,Married,3,0,365,25,26,0.6432778154586831,32248,3,0,96.0,Debt Consolidation
537,6,Employed,71243,25,128920,17722.0,0,963,0.3032807120182768,0.0334330124750637,Mortgage,1495,48907.0,0.2580827258370471,0,High School,Married,0,0,1158,39,25,0.7614164915341979,57677,4,0,60.0,Home
541,3,Employed,18596,23,29016,32949.0,0,6688,0.2424615757485515,0.1400392147727884,Other,1627,19217.0,0.4146210673680003,1,High School,Married,0,1,238,23,28,0.8761184833272968,10420,3,0,36.0,Home
626,4,Employed,8237,20,41148,50238.0,1,995,0.286582321737008,0.4619982511296162,Mortgage,112,28494.0,0.3507842295127648,0,Master,Single,0,0,172,51,4,0.8517817222582669,32911,4,0,60.0,Auto
477,3,Employed,4659,15,29672,12411.0,0,236,0.2534812755460743,0.3609406470464142,Rent,478,38573.0,0.3594717569194481,0,Bachelor,Married,1,0,572,29,22,0.8111246182143137,25013,3,0,48.0,Debt Consolidation
596,10,Employed,21053,27,104674,16322.0,0,3822,0.1785883237309692,0.301552982772625,Own,1099,57366.0,0.6713664166288627,1,Associate,Widowed,0,0,273,27,3,0.6508649484753383,83621,7,1,48.0,Education
508,4,Employed,62360,18,10976,16459.0,0,619,0.3260417888980721,0.2281292542453986,Mortgage,2734,80737.0,0.1807792689787936,0,Master,Married,5,0,529,34,17,0.8190033587044834,10451,2,0,120.0,Education
555,4,Employed,31789,15,63272,40830.0,0,1762,0.2300794356736333,0.0658983556310323,Mortgage,1059,27538.0,0.6020983218775284,1,Bachelor,Married,0,0,345,46,2,0.6075410984829093,31483,2,0,60.0,Debt Consolidation
578,5,Self-Employed,16969,20,54110,11888.0,0,834,0.199395658511073,0.3249707243491799,Rent,1079,182454.0,0.3533126218541613,1,Master,Married,0,0,257,57,14,0.9100645917468536,37141,6,1,36.0,Auto
568,4,Employed,58854,21,134462,24864.0,0,3321,0.1984894553891152,0.5975541301004098,Own,3381,58484.0,0.3269233691543526,1,High School,Married,3,0,352,22,1,0.8926435485738906,75608,7,0,24.0,Other
578,7,Employed,13284,27,57885,21409.0,0,22807,0.2177589958359673,0.1453759316503867,Mortgage,3721,203482.0,0.2968251661742228,0,Master,Married,1,0,600,25,28,0.3594423973054052,44601,4,1,48.0,Other
632,7,Employed,42610,27,105899,13595.0,0,639,0.1702526144955011,0.2000778360476819,Mortgage,168,50374.0,0.0450475640029599,1,Bachelor,Married,0,0,489,42,16,0.5882897799215472,63289,1,1,36.0,Debt Consolidation
595,10,Employed,65869,21,183185,24529.0,0,2834,0.2169205779694552,0.2752975431940178,Mortgage,414,23356.0,0.0952366592381023,0,Bachelor,Married,1,1,206,34,15,0.8620147861792175,117316,4,0,36.0,Other
576,5,Employed,23891,20,63334,17456.0,0,367,0.2372572032634436,0.1065405862164349,Rent,318,60749.0,0.5291856896816193,1,Bachelor,Married,3,0,176,35,2,0.859267226490502,39443,6,0,60.0,Home
559,9,Employed,1852,29,47007,29972.0,0,16807,0.2873385900344029,0.532217536839219,Mortgage,2073,67690.0,0.3213647953152197,0,High School,Single,0,0,601,19,19,0.92016030477126,45155,2,0,96.0,Education
621,2,Employed,14357,25,160767,22903.0,0,4007,0.2311474166506847,0.0636603855922589,Own,4950,116128.0,0.0379153522281512,0,High School,Divorced,2,0,338,46,17,0.666638294467843,146410,1,1,96.0,Education
551,3,Employed,16756,19,72697,31510.0,0,9010,0.2508145535948308,0.1841854655436697,Rent,2117,61155.0,0.2166960949993339,1,Master,Divorced,0,0,533,39,3,0.8402668842681824,55941,6,0,48.0,Debt Consolidation
649,6,Employed,52457,27,155226,24314.0,0,625,0.1965513099965288,0.2930198581820877,Rent,461,86112.0,0.4723538739960094,1,Bachelor,Single,0,0,505,35,25,0.9097405351722704,102769,0,1,36.0,Home
620,4,Employed,35408,15,81360,23512.0,0,4639,0.2375977534868676,0.0392610714170305,Other,1520,15552.0,0.5321015494112247,1,High School,Single,0,0,432,38,25,0.8097944612512806,45952,1,0,48.0,Home
583,3,Employed,9002,21,37526,33282.0,0,2079,0.2765781649893207,0.1617771626355836,Mortgage,1899,56126.0,0.3041401677361984,1,Master,Married,2,0,942,42,25,0.8080715396307694,28524,2,0,108.0,Education
558,5,Employed,137590,20,45835,23365.0,0,3092,0.2350760736671125,0.2932775251393844,Rent,3746,26879.0,0.5899854701360201,3,Bachelor,Single,4,0,403,36,27,0.9329343138328356,1921,1,0,36.0,Education
595,5,Unemployed,25154,17,29754,50083.0,0,736,0.2221722227373455,0.4203724583071478,Mortgage,1260,83267.0,0.3022038655010324,2,Bachelor,Single,0,0,182,68,22,0.8865321569488184,4600,5,0,12.0,Auto
500,4,Employed,22803,30,20266,12576.0,0,4311,0.2732207373608353,0.235949556545185,Rent,174,104745.0,0.5971321830623151,2,Associate,Single,2,0,250,54,17,0.7701208266116641,9540,1,1,60.0,Other
532,6,Employed,51981,27,45588,10563.0,0,45142,0.2217344313610084,0.4073780151045821,Other,446,217313.0,0.3836179583016308,1,Bachelor,Single,1,0,440,49,18,0.944325918885016,1172,4,1,48.0,Home
613,5,Self-Employed,106013,19,91501,13946.0,0,2629,0.1902480019407586,0.5423862340347387,Own,970,94013.0,0.1814857768891832,1,Bachelor,Married,5,0,911,44,7,0.866668993613367,10409,2,1,36.0,Home
549,6,Employed,6814,17,37431,13895.0,0,14142,0.277871774510801,0.1415648395543184,Rent,991,29974.0,0.3377806250460318,1,Bachelor,Married,0,0,535,46,13,0.9718759954405104,30617,1,0,84.0,Auto
572,7,Employed,37637,21,68386,25509.0,0,2758,0.2205555788361074,0.1159686270604646,Mortgage,321,57783.0,0.2288484456491753,0,Associate,Married,0,0,438,44,1,0.7012994613146479,30749,4,0,36.0,Home
669,9,Employed,36021,19,32807,21569.0,0,3360,0.1640012550463123,0.0456052228189527,Other,1735,56988.0,0.3498240616427707,0,Bachelor,Divorced,3,0,475,45,1,0.8049256730021671,6201,3,0,48.0,Home
557,5,Unemployed,56524,25,78789,27468.0,0,432,0.2735541515338798,0.0962251017350199,Other,564,60636.0,0.1096549447208575,2,Associate,Married,2,0,538,48,12,0.7651609378859785,22265,4,0,48.0,Other
586,6,Self-Employed,10771,22,29764,39019.0,1,14641,0.2198197686595955,0.345282587144353,Mortgage,661,134899.0,0.3022370623235401,1,Associate,Married,2,0,184,44,19,0.7427682574289929,18993,2,1,36.0,Education
618,6,Employed,63285,14,45496,32720.0,0,3718,0.2213366301235732,0.0543095962507102,Own,3899,233264.0,0.2994107218215333,0,Master,Widowed,2,0,317,39,14,0.9045995609804102,9746,2,1,36.0,Debt Consolidation
536,5,Employed,17636,27,29611,18400.0,0,670,0.314545916730433,0.3405857648562085,Own,1006,35262.0,0.2946026816322354,1,Associate,Married,1,0,472,28,3,0.9645569978816986,11975,5,0,96.0,Auto
618,5,Employed,18614,28,110639,14367.0,0,6039,0.18421416882552,0.4241504024880808,Mortgage,3632,30212.0,0.197000489378422,1,Bachelor,Widowed,1,0,636,60,19,0.8415720061026071,92025,0,0,24.0,Home
524,5,Employed,16311,25,300391,23593.0,0,1007,0.2406999505113656,0.24394500988772,Mortgage,2050,59854.0,0.4142328625648848,1,High School,Married,1,0,311,65,6,0.5775859930163355,284080,5,0,12.0,Education
476,8,Employed,118747,22,14314,20807.0,0,7168,0.2753767597937988,0.1378123240343567,Mortgage,141,59960.0,0.3091727415078962,0,Associate,Single,0,0,627,31,13,0.8293102921497051,7897,4,0,60.0,Home
573,3,Employed,26843,17,32282,42754.0,0,9345,0.2445855353432033,0.0268126137343875,Own,1510,22821.0,0.1508929591013316,2,Bachelor,Married,0,0,476,32,27,0.578051622115732,5439,5,0,48.0,Debt Consolidation
549,3,Employed,27718,29,298639,30999.0,0,997,0.2914634004946052,0.6226737014940142,Other,2055,27684.0,0.3739737895781749,0,High School,Divorced,4,0,891,33,8,0.7128663208703333,270921,0,0,60.0,Other
560,1,Employed,27621,21,46353,50751.0,1,3473,0.282888094722574,0.3280606284335294,Other,510,151280.0,0.0899545619588385,0,High School,Married,1,0,487,29,10,0.8162598817365663,18732,3,0,24.0,Home
419,3,Employed,18654,22,51424,13996.0,0,545,0.2809023520004441,0.2254068739417839,Mortgage,429,74906.0,0.1333942396524159,2,High School,Single,0,0,410,44,5,0.9003157441674203,32770,3,0,48.0,Auto
485,3,Employed,41215,23,167090,38791.0,0,1311,0.3855492,0.2248585758778842,Other,425,29594.0,0.3343689912766158,1,High School,Married,3,0,376,37,1,0.7507436148969034,125875,4,0,84.0,Home
594,6,Employed,20146,26,40296,38411.0,0,15271,0.2475782969637195,0.6589684903941844,Mortgage,203,27955.0,0.3989043237986291,1,Associate,Married,5,0,624,54,3,0.8022078785915615,20150,2,0,60.0,Auto
544,8,Unemployed,47480,22,48830,58425.0,0,2024,0.2051731337745381,0.3931250650697802,Rent,1579,23211.0,0.044794249097232,1,High School,Single,2,0,206,36,28,0.8664855128379111,1350,2,0,12.0,Home
605,2,Employed,36324,25,470418,28005.0,0,11892,0.244404266984845,0.1255345749963045,Other,1535,69912.0,0.070864802375774,1,Master,Married,0,0,375,18,1,0.8761514544256417,434094,1,0,72.0,Education
581,8,Self-Employed,36472,28,66307,42111.0,0,3492,0.2894099131629081,0.0332772071498247,Rent,7358,24028.0,0.0590787168881597,1,Associate,Divorced,0,0,500,29,25,0.7689682360691991,29835,3,0,96.0,Debt Consolidation
622,4,Employed,109811,32,19999,15501.0,0,356,0.2154218535275977,0.4171002085110889,Rent,919,29682.0,0.2280935176722563,0,Associate,Single,1,0,555,53,10,0.5973264073170186,10466,4,0,48.0,Home
542,5,Employed,26878,27,21489,15727.0,0,228,0.33259934438526,0.3495136895217848,Mortgage,189,71347.0,0.2290819500086247,1,High School,Single,4,0,923,55,18,0.8784196530325703,1540,1,0,108.0,Home
509,4,Employed,47765,18,159458,10967.0,1,2162,0.249515888315663,0.4626546723627806,Own,281,65065.0,0.1403027608911509,1,High School,Married,2,0,178,45,16,0.9488144559925228,111693,2,0,24.0,Education
540,6,Employed,10349,22,69970,9518.0,0,7897,0.2813194614098708,0.3026390801834612,Other,639,58600.0,0.2139650482585038,0,Associate,Married,0,0,587,47,13,0.8259421712223837,59621,6,0,96.0,Home
625,2,Self-Employed,11431,26,193690,34202.0,0,5470,0.2064394704393648,0.182364324237373,Mortgage,1239,31845.0,0.3050427373139439,1,Master,Married,4,0,262,58,12,0.7691855604551481,182259,4,0,24.0,Other
467,3,Employed,8566,31,106508,20462.0,0,850,0.2855565895491679,0.0626482873074617,Own,541,44801.0,0.3548475514040222,1,Bachelor,Single,2,0,460,41,16,0.9166676550445244,97942,1,0,108.0,Auto
573,2,Employed,3277,20,373609,29114.0,0,981,0.2393032125812729,0.2746562767750967,Mortgage,3359,49184.0,0.6089891488252106,0,High School,Married,4,0,302,44,9,0.8070882949875422,370332,1,0,48.0,Home
507,9,Employed,4734,26,549001,15935.0,0,377,0.3077446198855151,0.4069843852508977,Rent,3374,18732.0,0.2447824966466146,0,Associate,Married,2,0,359,42,18,0.981952984983197,544267,2,0,120.0,Debt Consolidation
528,3,Employed,9692,18,25706,46990.0,0,4230,0.2879469526446012,0.6254527422187497,Own,1132,38741.0,0.07992784911599,2,Bachelor,Married,0,1,662,21,1,0.6663493414777467,16014,4,0,60.0,Education
550,4,Employed,25404,27,55870,22864.0,0,2224,0.2149662301227124,0.1192069994703783,Mortgage,5597,19978.0,0.2714985552850833,1,High School,Single,2,0,151,33,24,0.8446617581153095,30466,3,0,48.0,Debt Consolidation
495,9,Employed,18824,33,368900,15742.0,0,997,0.265689203700157,0.3429800651951968,Rent,3663,33557.0,0.204326414987882,1,Associate,Single,0,0,629,45,22,0.879252607494036,350076,1,0,60.0,Auto
569,3,Employed,5516,26,53157,16697.0,0,2043,0.2366364,0.3905271855774755,Mortgage,2014,31202.0,0.2160529792131583,1,Bachelor,Married,3,0,431,28,4,0.7468600398623234,47641,2,0,12.0,Home
549,4,Unemployed,15799,25,39320,31798.0,0,568,0.2466145360104284,0.30174624250906,Own,1135,36907.0,0.2817976626822161,2,Bachelor,Married,0,0,184,23,25,0.9340055578381842,23521,1,0,24.0,Home
604,5,Employed,32668,22,71262,24032.0,0,4521,0.2365603730571216,0.2022668795027616,Mortgage,477,39006.0,0.56857580802275,1,Associate,Single,0,0,716,20,18,0.9074742642824918,38594,2,0,60.0,Debt Consolidation
513,8,Employed,308123,22,193388,71576.0,0,1685,0.3978930967229985,0.2971348799376853,Mortgage,1273,54154.0,0.2421561086797839,0,High School,Married,0,0,94,35,7,0.8341206735491808,9931,1,0,108.0,Education
531,3,Employed,4817,18,58371,40080.0,0,411,0.2985921687954901,0.1884651069265553,Rent,3423,64805.0,0.3907391477476469,1,Bachelor,Widowed,3,0,103,19,12,0.8958591080600491,53554,1,0,96.0,Home
602,8,Employed,10181,29,93175,34854.0,0,5600,0.2624405596053936,0.3778400935084893,Mortgage,1304,86266.0,0.2901803023842335,0,High School,Divorced,4,0,613,46,17,0.9693913672819048,82994,3,0,60.0,Education
570,2,Self-Employed,40609,24,39214,28689.0,0,5267,0.2426368441274229,0.4253655918665375,Rent,503,30640.0,0.3531627768340231,1,Bachelor,Single,2,0,365,53,2,0.9870778244899688,6233,5,0,60.0,Debt Consolidation
615,5,Employed,3607,29,113022,16468.0,0,10015,0.2514496336961951,0.107255132081736,Own,3225,25864.0,0.3900420891175434,0,Bachelor,Married,0,0,718,50,28,0.8616905444593209,109415,3,0,72.0,Debt Consolidation
577,3,Employed,7640,16,33166,38133.0,0,3608,0.2594252658217403,0.3886003205803121,Own,258,78306.0,0.2794120641477688,2,Master,Single,0,0,569,38,15,0.435433818508166,25526,4,0,72.0,Home
612,6,Employed,77770,24,109968,24926.0,0,454,0.2579864337286586,0.6233058798609714,Rent,525,51561.0,0.2459636676138477,0,High School,Married,0,0,628,39,14,0.6304143861093762,32198,2,0,84.0,Debt Consolidation
533,5,Employed,17669,25,50521,30966.0,0,1894,0.2593309327209567,0.4349682693594469,Other,601,74186.0,0.187930949867264,1,Master,Single,4,0,773,32,24,0.8635194738807708,32852,3,0,72.0,Other
579,1,Employed,23829,29,39921,30399.0,0,10274,0.2282585745206037,0.2369843088612934,Mortgage,952,27964.0,0.2866628608747821,0,High School,Single,0,1,395,22,18,0.975386798685422,16092,0,0,48.0,Auto
573,5,Employed,47326,34,16827,13072.0,0,5431,0.263326561250247,0.1598459507393247,Mortgage,1391,52558.0,0.1940345077634981,1,Bachelor,Single,0,0,501,32,1,0.8874570070502869,10298,5,0,60.0,Home
607,2,Unemployed,8038,26,8850,15881.0,0,3821,0.197024699165245,0.1179591535518745,Own,3706,111111.0,0.1950622452786726,1,Bachelor,Single,1,0,255,42,4,0.8593863556149386,2760,5,1,60.0,Auto
536,4,Employed,52951,20,8466,13427.0,0,3956,0.2833786073261044,0.3713126535978229,Mortgage,870,36598.0,0.4913831803607493,1,Associate,Married,0,0,547,21,22,0.870922362964829,8773,3,0,60.0,Debt Consolidation
628,10,Employed,6403,18,171293,16677.0,0,5818,0.2095986475271211,0.1537820066385537,Mortgage,617,47501.0,0.3877665872363691,0,Master,Divorced,3,0,393,25,27,0.8175944511691403,164890,3,1,48.0,Education
659,5,Employed,26982,31,228687,15623.0,0,2178,0.1871955304420451,0.2480936052612882,Rent,241,70866.0,0.3383202154858251,0,Bachelor,Single,0,0,996,57,6,0.7227400167817818,201705,3,1,60.0,Home
619,9,Employed,9849,20,23717,47414.0,0,20587,0.2177232502402157,0.4910842932267978,Own,2748,75173.0,0.485897421945768,1,Master,Single,1,0,539,46,26,0.6999983062898758,13868,4,0,48.0,Home
569,6,Employed,24548,25,69187,33264.0,0,8679,0.2060977997936769,0.2508761666221824,Mortgage,1114,21966.0,0.2100801179517609,1,High School,Married,2,0,520,35,28,0.8205899502569872,44639,1,0,24.0,Home
631,8,Employed,7986,30,134343,16129.0,0,4995,0.2046873298173361,0.36783438235027,Own,1514,42163.0,0.1420887350246102,0,High School,Married,2,1,212,56,2,0.6900840802025395,126357,1,0,48.0,Debt Consolidation
555,6,Employed,63683,20,32458,19990.0,0,15713,0.2667389606311232,0.3370038308203737,Rent,2735,105765.0,0.1437705141093299,2,Bachelor,Single,2,0,214,39,6,0.6481346021579031,8126,4,1,96.0,Auto
580,4,Self-Employed,15873,23,109447,31673.0,0,5438,0.2720076,0.229430983094633,Rent,756,47060.0,0.4966863099108347,4,Master,Single,0,0,670,26,1,0.6072679081835891,93574,5,0,36.0,Home
572,2,Employed,12058,21,20395,14861.0,0,1346,0.2205653747427193,0.1826244774284749,Rent,4499,34137.0,0.1726772767063762,0,High School,Single,1,0,208,36,10,0.8092000280843652,8337,4,0,96.0,Debt Consolidation
568,6,Employed,28113,27,127464,16166.0,0,2147,0.2248938113103063,0.4466034619881097,Rent,418,95560.0,0.1397892598137543,1,Master,Divorced,4,1,282,26,11,0.5601879092235549,99351,2,1,48.0,Other
648,5,Employed,78423,17,124897,35245.0,0,3347,0.2064129865485011,0.242939131435862,Mortgage,2650,152732.0,0.123907018041694,1,High School,Married,1,0,742,62,22,0.5953611613307881,46474,2,1,48.0,Debt Consolidation
485,5,Employed,16432,36,60487,28979.0,0,2294,0.3377748,0.4846935216606285,Mortgage,648,15000.0,0.4606481239697013,1,Associate,Single,2,0,260,40,6,0.7256005931614555,44055,1,0,48.0,Home
591,3,Employed,14520,27,21827,27975.0,0,20906,0.210715828041989,0.0205883498771996,Own,921,36957.0,0.6559542661051789,0,High School,Married,0,0,536,38,20,0.7764675905955474,7307,3,0,12.0,Home
559,4,Employed,36855,18,159787,33116.0,0,28167,0.222951207932813,0.4916599719628144,Mortgage,622,26645.0,0.0870062920758186,0,Bachelor,Divorced,0,0,314,24,8,0.8123917116175212,122932,1,0,36.0,Home
456,6,Unemployed,11338,30,130596,34330.0,0,18137,0.3117628118432566,0.3052483371718516,Own,7254,93182.0,0.1999689946084389,1,Bachelor,Single,4,0,366,23,27,0.905525462780009,119258,4,0,60.0,Home
604,3,Employed,5467,20,65907,16439.0,0,2939,0.2226093407685168,0.2138219043696979,Mortgage,841,205632.0,0.1670688158571278,3,Master,Divorced,0,0,323,42,6,0.7979258317617415,60440,0,1,48.0,Other
565,6,Employed,3499,30,91340,23983.0,0,3999,0.2010597025181817,0.4852469742558468,Mortgage,2033,36528.0,0.1951774511945272,1,Associate,Married,1,1,414,40,14,0.8491142175946716,87841,3,0,24.0,Education
524,6,Employed,42553,25,10777,23007.0,0,2596,0.2443425028249835,0.2485996001451692,Rent,152,99138.0,0.2540217479680924,2,High School,Single,4,0,472,44,24,0.7571087604821021,1156,2,1,48.0,Auto
618,5,Employed,37721,26,31050,14937.0,0,1670,0.1838636786635038,0.4609382190762898,Mortgage,1638,50060.0,0.3491419666148127,1,Associate,Married,2,1,1346,31,21,0.828214410069907,10298,3,0,48.0,Home
619,7,Employed,54043,24,20077,11951.0,0,4468,0.1874469772050707,0.5253191246765759,Mortgage,15609,45953.0,0.1161357070231623,1,Master,Married,1,0,503,56,25,0.6527449939810971,10436,3,1,36.0,Debt Consolidation
612,1,Employed,18463,25,301791,20712.0,0,10449,0.1893932338009398,0.4017653402059035,Own,3523,50683.0,0.2226282243493437,0,Doctorate,Single,1,0,146,40,8,0.9063325011955142,283328,2,1,24.0,Auto
621,4,Unemployed,54032,26,24358,20605.0,0,1275,0.2476496273988845,0.2716206041723806,Mortgage,4456,47437.0,0.2272335406490718,1,Doctorate,Married,3,0,231,23,17,0.7989171531753202,4647,3,0,60.0,Home
641,3,Employed,46369,32,397357,11479.0,0,650,0.1681233095448666,0.0205527363929082,Own,7625,103913.0,0.0970546034979876,0,Master,Married,1,0,231,43,29,0.92999775617439,350988,3,1,24.0,Home
621,6,Employed,46705,25,23162,11887.0,0,22254,0.1659407803449584,0.5392319098571984,Rent,908,25217.0,0.4730045260337361,0,High School,Single,0,0,530,45,2,0.64224710666309,6880,3,0,48.0,Other
598,11,Employed,21468,21,141723,31916.0,0,2553,0.2189402049485735,0.5470055379895282,Rent,3067,44312.0,0.0975573755566523,2,Bachelor,Single,0,0,173,35,10,0.9329977949289416,120255,3,0,48.0,Auto
586,2,Employed,30736,20,20608,4777.0,1,6443,0.210048576950887,0.292839974113097,Own,2207,32266.0,0.1863286596416307,1,Associate,Married,0,0,1059,20,8,0.7022331419247803,9311,3,0,24.0,Auto
585,4,Employed,43589,23,42169,18419.0,0,1610,0.2227448863566992,0.263660479718153,Mortgage,1526,18638.0,0.1778386329388799,4,Master,Married,2,0,360,18,10,0.8183816317307785,4329,5,0,36.0,Auto
545,10,Employed,123704,24,193417,27590.0,0,2256,0.2659821462442038,0.3300445748094849,Own,1995,24828.0,0.3287108104085298,0,Master,Divorced,2,0,272,33,15,0.9173029908020542,69713,2,0,36.0,Auto
639,6,Employed,58819,21,263473,36184.0,0,14117,0.2164723624752351,0.2358599130493357,Mortgage,852,94485.0,0.5203248350777278,1,Associate,Single,3,0,176,65,6,0.89300912869419,204654,4,1,72.0,Home
571,5,Employed,79084,20,110638,25452.0,0,2528,0.2290332415048345,0.285344807862161,Rent,2081,54572.0,0.1460223415825277,4,Associate,Single,1,1,231,18,4,0.8267563275994846,31554,4,0,36.0,Home
520,5,Employed,12567,29,70292,30876.0,0,2111,0.2624025688555231,0.1658455014218204,Other,850,55566.0,0.24815153751146,0,Bachelor,Married,0,1,271,37,22,0.5872302912928967,57725,2,0,36.0,Other
563,1,Employed,9903,27,42440,11183.0,0,1896,0.1877463999999999,0.2390667138462698,Rent,2703,21536.0,0.1928553103410389,1,High School,Single,0,0,885,36,17,0.671459249436418,32537,1,0,60.0,Home
548,3,Employed,32744,30,161182,7556.0,0,6576,0.2798088276950181,0.3247622566845252,Mortgage,1004,27389.0,0.2145800310996336,2,High School,Married,3,0,273,27,7,0.550441738892222,128438,0,0,84.0,Home
612,6,Employed,50855,23,14125,22575.0,0,1426,0.2100912904864534,0.2244261646777606,Mortgage,5393,36289.0,0.1703167227395242,0,Master,Single,0,0,770,45,5,0.8799417697607925,8124,5,0,48.0,Home
580,8,Employed,35171,21,57948,54299.0,0,781,0.2640602885883114,0.3050112641819685,Other,868,50143.0,0.268121388451666,2,Bachelor,Widowed,0,0,644,27,2,0.68733475193641,22777,4,0,48.0,Home
509,1,Employed,26236,18,20860,26943.0,0,16765,0.3181291436374874,0.232833568679439,Mortgage,1547,36813.0,0.4429239815291658,0,Master,Single,0,0,634,46,26,0.7711532920953469,5902,2,0,48.0,Auto
