,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,LengthOfCreditHistory
7546,2,0,0,371,0.4364171373584589,4,0,1,0,18,7928,534,51426,29919,7
7547,2,4,3,720,0.7238183537617308,10,0,0,0,10,6247,2081,57121,55134,21
7548,2,1,3,763,0.7666403450677404,8,0,4,0,7,6334,1534,49602,49566,12
7549,2,1,3,649,0.442855623000852,5,0,0,0,12,18391,631,158496,49567,19
7550,0,0,2,565,0.4426964260011373,1,0,1,0,30,1306,989,45862,29016,21
7551,2,3,1,836,0.2792136725989023,0,0,2,0,15,3463,706,73979,3020,14
7552,1,1,3,726,0.3922176453691162,1,0,3,0,22,4061,1008,297744,29989,6
7553,0,2,3,394,0.6331958120993648,2,0,4,0,5,3901,190,164424,66453,15
7554,1,1,0,243,0.2270559519917806,2,0,1,0,21,9068,2967,106373,114137,2
7555,2,3,0,526,0.511458090566535,7,0,0,0,4,5723,1931,-18372,29715,20
7556,1,1,0,711,0.0789084264481195,5,0,4,0,15,772,2977,153571,-9192,7
7557,2,2,2,480,0.3721112957751841,4,0,1,0,23,7163,756,25801,1952,20
7558,2,4,3,638,0.5074005374244477,2,0,1,0,3,4673,1196,209359,68631,5
7559,3,2,2,712,0.9107215082055756,1,0,3,0,25,3133,2440,119421,55332,10
7560,1,3,0,374,0.3426576821616497,2,0,3,0,28,5708,5712,29457,5824,8
7561,1,0,2,184,0.2817976626822161,1,0,3,0,25,568,1135,39320,15799,25
7562,1,1,0,736,0.5565677423692486,1,0,3,0,27,6829,664,170377,33769,26
7563,1,3,0,621,0.1291054064231659,2,0,1,0,26,4458,586,103289,29085,5
7564,2,1,1,-30,0.3618633088836386,4,0,4,0,22,5912,1860,51116,80097,4
7565,3,4,0,244,0.2119603579715884,9,1,4,1,18,5460,2190,184955,20327,7
7566,1,2,0,321,0.546690273228543,2,0,2,1,35,3425,1985,5410,39160,18
7567,0,0,2,469,0.0533905146963951,1,0,0,0,17,1620,2074,15885,3552,5
7568,3,0,2,601,0.8084965639066609,2,0,3,0,5,-720,248,50889,65487,1
7569,0,0,2,576,0.1738576765930397,3,0,3,0,16,2650,489,15244,9989,20
7570,1,3,0,436,0.2140968249421436,4,0,0,0,19,1277,6053,38055,3816,11
7571,2,3,1,152,0.6593530302522337,11,0,4,0,21,-1640,1828,90936,-844,0
7572,1,2,1,133,0.530435285580908,5,0,1,0,16,2247,987,53310,3555,17
7573,0,1,1,781,0.256129119559219,2,1,3,0,28,1919,2224,47764,10480,2
7574,0,0,2,664,0.4660519266308083,6,0,2,0,14,10181,2685,98169,27332,9
7575,2,4,3,502,0.6256173369623548,2,0,0,0,21,29858,643,30501,71537,14
7576,1,0,2,187,0.110286377385942,6,0,1,0,22,3632,633,252365,94710,26
7577,1,4,3,747,0.2536202780766208,6,0,4,0,3,5264,1880,125466,67215,0
7578,1,3,0,225,0.0797658295953454,3,0,3,0,31,815,3007,192414,31206,7
7579,2,3,1,553,0.5907720146974516,9,0,4,0,4,5785,1249,103053,5174,17
7580,0,0,0,329,0.3918555853096265,2,0,1,0,19,1133,2863,135317,44813,10
7581,2,2,3,367,0.5662123292387654,2,0,1,0,24,2706,7885,37436,137733,29
7582,2,1,0,499,0.1233810401490078,12,0,3,0,9,520,1245,157364,54439,27
7583,1,3,3,138,0.6779854833619987,2,0,3,0,15,4393,2361,124671,13264,4
7584,1,0,0,394,0.4081883310448091,6,0,4,0,3,7358,494,181983,48551,9
7585,0,2,3,234,0.2068239543110833,2,0,0,0,15,5137,1577,137070,67789,14
7586,0,1,1,933,0.2404080572860188,5,0,1,0,14,5801,883,63971,53230,7
7587,3,4,0,697,0.3372080228360963,8,0,2,0,3,4499,2051,129269,28393,10
7588,0,0,0,328,0.1329918712791929,2,0,1,0,33,1171,1347,87454,29780,29
7589,1,1,0,173,0.1461762088868489,4,0,3,0,27,1161,967,50268,16343,4
7590,2,4,1,211,0.4492394920744884,1,0,4,1,10,9139,2260,101227,55256,3
7591,1,1,0,759,0.5887137217370796,12,0,4,1,13,5264,1986,73411,59009,15
7592,2,3,0,472,0.3299028156368363,13,0,2,0,23,1691,2150,179546,67047,19
7593,1,2,0,245,0.5092411152621196,1,0,2,0,33,2009,446,5497,12929,9
7594,2,4,0,908,0.911215427858408,13,0,3,0,14,8456,2447,108102,49245,15
7595,3,1,1,73,0.5821162522850724,1,0,1,0,8,7282,2096,101662,44058,28
7596,0,2,0,268,0.3879701126058884,1,0,0,1,26,3331,2900,6231,13292,24
7597,2,1,3,223,0.3419626134226945,3,0,3,0,21,1177,1527,149535,46146,27
7598,2,1,1,690,0.6558726349540186,6,0,4,1,0,2678,3519,60792,65231,21
7599,1,1,0,97,0.5110441231166507,1,0,0,0,4,4518,2296,156893,27885,7
7600,0,3,1,544,0.1826574674595348,13,0,1,0,21,-593,2479,206373,61102,23
7601,2,3,3,212,0.2280712160735377,4,0,0,0,24,1165,1430,40663,26168,15
7602,0,3,0,318,0.8060674772669775,14,0,2,0,6,6498,99,144476,77305,5
7603,1,4,3,433,0.4964116793213122,1,0,1,0,20,7619,1726,103333,74327,24
7604,2,4,3,567,0.1695848519809003,5,0,3,0,12,3234,694,148110,6942,5
7605,2,3,0,565,0.5540333747175621,0,0,4,0,23,703,2630,31134,53569,8
7606,1,1,0,526,0.1602864215864791,1,0,3,0,22,3006,556,340882,5197,5
7607,2,1,0,241,0.5874319576644662,2,0,1,0,25,7091,1445,25081,36738,24
7608,1,3,0,450,0.2086318799769892,2,0,1,0,17,8001,665,64063,18913,5
7609,1,0,0,289,0.3058280783053209,5,0,2,1,22,2913,1240,8370,14481,14
7610,0,1,3,756,0.4532266219384278,1,0,1,0,15,446,3404,92795,131571,21
7611,0,0,2,579,0.7928161550297539,0,0,4,0,8,1544,1766,77807,30489,10
7612,1,2,3,876,0.2765142673666523,2,0,3,0,27,3326,1864,226114,33350,29
7613,3,0,1,309,0.5653781101454645,3,0,3,1,2,11043,2198,149027,34849,19
7614,1,0,0,398,0.1587344107790251,1,0,3,0,22,820,297,54081,7698,14
7615,1,1,0,276,0.9382568363708949,7,0,0,0,0,4884,2168,101501,20871,7
7616,3,3,3,629,0.2110529006267661,2,0,3,0,10,3357,1461,122648,36602,14
7617,2,0,0,556,0.2363627060778761,2,0,3,0,20,936,764,176579,57318,2
7618,2,2,3,192,0.2416171237623917,1,1,1,0,17,2980,1756,345843,11583,11
7619,1,0,2,447,0.0512334450170452,2,0,1,0,17,2060,1030,126609,12958,27
7620,0,4,3,534,0.3256280727045811,4,0,1,0,35,3458,989,104949,8850,10
7621,3,0,0,285,0.1012874856235155,4,0,0,0,24,3428,2993,153693,31800,15
7622,1,5,0,408,0.1943259082867605,4,0,0,0,22,292,764,60026,7017,8
7623,1,0,0,849,0.3068583992125714,4,0,2,1,27,3856,58,41888,34417,12
7624,2,3,0,402,0.2903635231171297,5,0,0,0,21,5513,994,8337,35414,13
7625,3,3,3,229,0.5403841601275586,11,0,0,0,4,4484,2451,78166,72659,22
7626,2,0,2,465,0.5178169445814284,1,0,2,0,13,7915,387,93687,26578,19
7627,0,0,0,595,0.1712692635453127,4,0,2,1,20,1239,5659,70098,6030,17
7628,1,0,0,557,0.7316884250938129,10,0,3,0,9,3733,2733,69933,63486,26
7629,2,3,1,846,0.5097239170856822,14,0,4,0,13,5298,2264,134432,35271,14
7630,3,2,2,355,0.4001957401434636,1,0,2,0,23,2402,1649,17449,12749,27
7631,1,1,3,480,0.0010354485322774,14,0,2,0,1,10801,1087,250249,25594,1
7632,2,4,0,529,0.4012499821639671,12,0,4,0,13,7592,1839,-34212,44713,2
7633,2,3,0,500,0.3319380558720508,7,0,3,0,10,1256,2325,140388,53271,20
7634,1,1,2,651,0.1937012992510471,13,0,2,0,3,1770,1381,145607,46208,2
7635,1,2,1,593,0.3266434382685457,4,0,2,0,34,252,208,11056,25558,29
7636,2,3,0,664,0.1871058814387452,5,0,2,0,26,4753,1737,27438,22724,4
7637,1,3,0,437,0.1643970822255951,1,0,3,1,34,12189,2029,427496,23741,8
7638,3,3,0,956,0.4234350872059603,0,0,0,0,6,5121,1103,143898,43683,16
7639,2,2,0,559,0.0340599170818272,14,0,3,0,2,1864,1382,100042,52140,18
7640,1,0,0,826,0.4404078586997193,7,0,0,0,0,5247,596,157269,66766,13
7641,2,1,1,744,0.7385730228012998,10,0,1,0,15,2008,2453,104948,31121,27
7642,3,2,2,347,0.0506855550592375,12,0,0,0,5,1476,4231,60640,23955,7
7643,2,1,0,593,0.3910790222268003,3,0,0,0,25,3342,2173,67234,25994,3
7644,1,0,0,133,0.1221613923960954,3,0,0,1,28,10917,2589,28383,26348,10
7645,2,0,0,388,0.1738731659805703,2,0,0,0,21,1271,143,75400,28830,14
7646,3,5,3,359,0.4057458168846451,3,0,3,1,21,4538,2223,102254,13982,1
7647,0,1,2,178,0.6697628350146507,4,0,1,0,15,1691,721,29467,3831,18
7648,2,4,3,265,0.98145360580495,2,0,4,0,25,1928,2453,65871,63553,5
7649,2,1,0,513,0.3275850463665845,5,0,1,0,23,3264,5076,64439,42721,23
7650,0,1,3,455,0.1587054848833102,6,0,1,1,24,763,346,78826,42159,13
7651,0,1,0,659,0.4971949062568686,7,0,1,1,24,-2608,1983,53696,54165,16
7652,3,2,0,424,0.4522665338619295,6,0,4,0,19,7349,1164,150666,44731,13
7653,1,0,3,253,0.4652344737304179,7,0,3,0,18,3478,379,103454,56864,18
7654,2,1,2,681,0.4779680751079723,9,0,1,0,10,4531,1674,103392,73476,27
7655,2,0,0,836,0.1276026114422878,3,0,1,0,23,2641,1337,31136,82400,13
7656,1,1,3,521,0.2227018929274375,3,0,0,0,24,908,2483,27723,24893,22
7657,1,2,3,901,0.0665806124623095,3,0,4,0,29,6446,1489,8019,44227,12
7658,0,0,1,525,0.7334314431830865,13,0,3,0,13,5578,1721,36055,64023,1
7659,2,1,0,296,0.2906752398124532,2,0,3,1,27,1909,1880,76381,15106,12
7660,2,4,0,165,0.1612155452099168,0,0,4,0,25,5466,1482,107609,27137,14
7661,1,0,0,552,0.4026434769011733,1,0,1,1,16,7271,2008,56501,47678,5
7662,2,1,3,830,0.5369002101109039,1,0,3,0,23,3766,1210,24850,37537,3
7663,1,0,3,720,0.2830429368326371,3,0,3,0,21,3946,757,105968,37550,7
7664,0,0,0,478,0.3531176432161773,3,0,3,0,28,1704,889,20945,6500,1
7665,2,1,0,637,0.4811422886006524,1,1,1,0,24,3573,1889,103158,36361,3
7666,2,1,0,343,0.3126187378340724,3,0,3,0,28,2665,577,72390,5637,10
7667,2,2,0,194,0.3950896205190053,2,0,3,0,22,367,1741,46513,41570,11
7668,1,2,1,98,0.0303374335145137,10,0,3,0,17,4215,2951,90826,29560,9
7669,3,4,2,247,0.6816205927797864,6,1,1,0,28,2484,2362,142915,52946,18
7670,3,2,2,542,0.9978057765061706,4,0,4,0,4,2176,2736,111364,59060,5
7671,1,2,0,489,0.042033956815538,7,0,4,0,30,621,778,51167,9281,17
7672,0,0,0,221,0.9399180734658188,12,0,3,0,2,-489,1375,107828,37769,0
7673,1,0,0,338,0.010322750459344,7,0,4,0,20,5876,2047,109609,32269,5
7674,3,1,2,405,0.8150517123849957,13,0,4,0,23,4307,1964,145862,44006,24
7675,1,1,0,268,0.3306364274933845,1,0,3,0,20,2264,3005,11940,11332,25
7676,2,4,0,809,0.5783222259793969,3,0,2,0,14,5534,1016,97892,57705,0
7677,0,1,3,697,0.0873711513745555,4,0,1,0,10,6266,1068,18758,7708,28
7678,1,4,3,175,0.99349154086297,4,0,4,0,26,2355,2927,212025,48035,16
7679,2,0,0,404,0.2024566310481208,1,0,0,0,21,4585,1627,34117,30087,19
7680,2,2,0,622,0.8638422358191957,9,0,0,0,24,1828,2790,128703,67752,0
7681,3,3,0,423,0.1383608659564228,3,0,2,0,21,4179,876,34131,20672,22
7682,1,3,0,274,0.3825278653530967,3,0,3,1,39,2681,100,75329,16719,7
7683,3,0,0,241,0.3757442659695651,14,0,3,0,28,4160,1081,9059,76856,11
7684,2,2,2,517,0.4207120241818027,3,0,0,0,22,1775,5389,182141,88341,28
7685,1,1,2,384,0.6056394905381063,13,0,4,1,0,2738,911,58786,22535,22
7686,3,2,0,513,0.9223685193542778,1,0,3,0,19,1116,446,83862,34987,23
7687,3,3,1,241,0.5070295579484199,2,0,1,0,19,2108,2278,26096,12229,12
7688,2,3,3,695,0.6937162811903037,4,0,4,0,23,871,889,69746,10343,5
7689,2,1,1,980,0.0790617354199415,6,0,4,0,21,979,1651,66255,79563,7
7690,1,4,3,781,0.6861978423925578,1,0,1,0,4,9753,1266,149248,51639,15
7691,1,3,2,742,0.7962590769593496,5,0,2,0,9,4267,2682,85620,81340,1
7692,1,3,0,248,0.182934191461141,2,0,1,0,22,2430,759,130584,21078,16
7693,0,1,2,163,0.1683913226737329,2,0,1,1,19,9823,895,16652,32252,25
7694,1,0,3,460,0.6487326772952702,13,0,0,0,2,9819,1539,114804,50403,6
7695,3,4,0,233,0.0616355870261068,5,0,4,1,27,10969,1335,178314,45733,8
7696,3,4,3,46,0.3840201444945373,0,0,1,0,5,1978,3101,72797,58992,3
7697,3,3,0,479,0.26458528315174,2,0,3,0,11,3022,449,182570,19890,22
7698,1,4,1,557,0.7718865727712989,13,0,1,0,24,18,1041,53357,33991,3
7699,0,2,0,539,0.3297645601151737,2,0,1,0,28,8022,1037,59402,18855,14
7700,1,1,0,535,0.7978967989571564,3,0,0,0,9,6807,1181,95083,37051,15
7701,1,1,1,422,0.9523411135004516,13,0,4,0,13,10462,1141,171930,67503,1
7702,1,2,1,674,0.0785897366867521,14,0,3,0,4,6083,4550,125252,32400,3
7703,1,4,2,472,0.7469496555375099,12,0,3,0,1,10128,3100,-19192,36258,5
7704,1,2,3,188,0.5264853907703102,2,0,1,1,26,1006,858,48360,36994,6
7705,1,2,3,390,0.3850098901866162,1,0,0,0,21,7430,1491,49804,29434,17
7706,1,4,3,307,0.3438475516425144,3,0,1,0,29,1767,503,84864,3598,26
7707,2,4,1,292,0.2127760376330116,2,0,1,0,20,2569,1531,84269,11324,17
7708,2,4,2,430,0.980225015453921,10,0,0,0,26,5249,1672,141175,43221,27
7709,0,2,2,219,0.266571374492082,2,0,1,0,11,2448,117,65071,7634,8
7710,3,0,3,572,0.0795285857827548,3,0,0,1,22,7247,446,35816,13938,13
7711,0,3,0,468,0.3183944618482879,4,0,3,1,16,9155,1408,13749,211841,14
7712,0,4,3,367,0.0315061591924497,2,0,0,0,28,2366,529,66332,6591,8
7713,1,3,0,250,0.0628538716147751,4,0,3,0,17,4611,869,31331,33916,1
7714,0,4,2,168,0.3505847077157368,4,0,2,0,23,2451,9705,15581,41417,23
7715,1,0,1,277,0.5601930437240619,6,0,4,0,22,7930,2164,187975,63689,1
7716,0,0,1,315,0.8108085137398736,9,0,4,0,17,8689,2702,104802,28360,2
7717,2,0,0,377,0.5238230476848749,4,0,0,0,0,4152,958,125937,65928,8
7718,1,3,2,1264,0.2319057263257183,3,0,0,0,26,3288,3093,33779,60682,12
7719,3,2,3,497,0.0823904671108717,3,0,3,0,31,20916,413,136876,5872,23
7720,0,3,0,895,0.5041927691972943,2,0,4,0,28,1007,3485,75484,52337,4
7721,2,0,2,249,0.3531836976495315,3,0,4,0,18,5742,1294,99504,41777,7
7722,1,3,2,435,0.1651216033495792,3,0,2,0,17,5578,2230,27025,14250,14
7723,3,3,3,738,0.1399256091661418,9,0,4,0,28,1416,2102,72912,90242,21
7724,2,3,1,1044,0.3684126033891449,12,0,4,0,18,6620,2000,129601,23688,2
7725,1,1,0,213,0.5261828614712497,4,0,1,0,20,1366,3928,213618,16796,14
7726,2,2,0,1053,0.3475708152527449,5,0,1,0,23,1223,2761,6451,25560,14
7727,0,2,3,100,0.1040692764747923,1,0,1,0,23,15138,1207,419903,54452,11
7728,0,1,1,640,0.4257568150183002,6,0,4,0,22,1148,2053,89189,67418,8
7729,2,3,2,545,0.3931402554972839,6,0,3,0,23,5144,2774,175619,5445,29
7730,0,3,0,489,0.4648850418733787,1,0,3,0,7,6990,2129,215183,65953,20
7731,1,0,0,388,0.1987565112387828,4,0,1,0,22,3369,1746,65304,8618,8
7732,2,1,0,581,0.1407198785270194,1,0,4,0,22,4123,600,12097,6785,3
7733,1,4,3,442,0.0971717097641746,4,0,1,0,0,2104,4061,67287,62270,15
7734,1,1,3,250,0.6321014206934611,8,0,0,1,13,4910,2199,153897,50302,12
7735,1,3,2,652,0.108125430467885,1,0,0,0,32,1716,669,32122,20472,5
7736,2,3,0,241,0.6068645994261249,6,0,4,0,11,7290,1563,131117,18489,17
7737,1,4,2,416,0.2466752731697564,6,0,1,0,26,2366,1865,186561,27334,13
7738,2,1,3,698,0.1503446901144706,3,1,0,0,22,2741,1862,288780,16137,3
7739,2,1,0,324,0.3432762778667197,6,1,1,0,22,800,792,133261,14106,14
7740,2,2,0,573,0.0825776620297226,12,0,4,0,27,3885,2162,98973,71092,6
7741,2,3,0,820,0.7070802891190865,3,0,3,0,3,367,3965,100433,74166,21
7742,1,2,2,761,0.2281383456718563,11,0,4,0,3,6960,2262,67629,43801,20
7743,0,0,0,445,0.3828125334216308,0,0,4,0,18,13255,2197,138846,27232,8
7744,3,1,3,596,0.994045072609852,2,0,4,0,22,4264,1592,102707,46182,6
7745,3,2,0,661,0.7686560545727782,3,0,2,0,7,2803,3067,164253,31654,4
7746,3,3,1,567,0.7461333717127909,12,0,4,0,7,7838,1864,53629,34807,1
7747,1,1,0,319,0.0590998466597993,1,0,1,0,35,1519,812,72213,10071,12
7748,2,2,1,470,0.4132667866834038,13,0,4,0,9,7654,1812,42696,50407,8
7749,0,3,3,835,0.2923319173650275,1,0,0,0,24,524,1785,43124,17378,4
7750,0,4,3,504,0.4434033717392678,1,0,0,1,9,2665,1026,168577,35863,28
7751,3,2,0,295,0.1235262402016977,5,1,3,0,30,1265,2809,95380,34471,12
7752,3,0,2,177,0.4119778398602919,3,0,4,0,27,3636,3141,96318,21129,18
7753,2,2,0,526,0.1992193819834278,13,0,3,0,7,6919,2259,140985,56445,9
7754,1,1,0,126,0.4078966516240669,3,0,1,0,23,1879,865,14780,17924,20
7755,2,0,1,580,0.0964836052633911,5,0,1,0,28,7819,529,240513,4469,17
7756,0,2,3,998,0.6048933669705521,14,0,3,0,1,5921,1765,51274,35879,23
7757,3,3,0,475,0.909624065270288,10,0,4,0,5,8667,1058,172530,27751,24
7758,0,1,0,750,0.034219125691122,9,0,4,0,3,3016,2424,150341,42571,3
7759,3,3,3,639,0.0827081267758412,6,0,3,0,8,9543,1139,118782,30139,12
7760,0,1,3,166,0.3134078282355315,1,0,2,0,30,8920,946,17669,84672,24
7761,2,1,1,784,0.368503434359074,0,1,0,1,19,1746,895,41969,133484,29
7762,3,2,1,423,0.8521311023811395,7,0,4,0,6,4201,2119,78422,60422,27
7763,0,2,0,187,0.0046609946369974,12,0,0,0,22,5826,905,123945,20960,21
7764,1,2,3,397,0.3434690322217507,3,0,1,1,23,2424,538,481102,13827,7
7765,1,4,2,775,0.9217933464223592,3,0,4,1,26,3567,2309,139899,54806,9
7766,2,4,0,367,0.1917088267717352,1,0,3,0,20,1354,3376,42868,3110,1
7767,3,2,3,765,0.2052197743522487,7,0,4,0,18,4427,2207,41423,9494,1
7768,1,3,0,476,0.2901724445918396,1,0,1,0,22,10282,2344,45790,5063,26
7769,1,4,3,458,0.5308301546695254,4,0,4,0,16,4146,1702,176913,42344,16
7770,2,4,0,368,0.5813456202736463,0,0,4,0,27,7707,1568,146614,42741,10
7771,0,0,0,429,0.096159500788775,4,0,1,0,20,4481,591,41580,26580,12
7772,1,2,0,142,0.0754889702654972,2,0,3,0,30,5603,595,16997,2369,2
7773,1,3,3,242,0.3337994088086973,1,0,1,0,15,1070,2085,38666,19189,11
7774,2,4,3,366,0.1912326497064108,2,0,1,0,20,5534,527,51361,72852,23
7775,0,0,0,812,0.1393465024629473,7,0,3,0,5,6959,3280,80766,51763,16
7776,3,2,2,802,0.8314257652827491,8,0,1,0,20,5175,-119,-9191,55370,22
7777,1,0,0,374,0.3415515910096849,10,0,2,0,8,6678,2169,115652,28374,8
7778,1,1,0,233,0.1086029572301581,6,0,2,0,21,6238,2621,167154,143926,18
7779,2,4,0,222,0.4732334955655493,2,0,1,0,26,1048,3897,486296,21540,11
7780,3,3,0,478,0.2812138908236997,14,0,0,0,17,10286,1436,173314,56956,29
7781,1,4,2,223,0.1459756485967498,14,0,4,0,1,8,3099,161896,23791,15
7782,2,1,3,584,0.0798746668939302,2,0,3,0,22,438,4205,79746,28273,3
7783,1,3,0,510,0.1158965654887576,13,0,1,0,22,5820,2288,155381,18846,25
7784,0,4,0,596,0.9691291968326222,12,0,4,0,12,4329,1746,29743,52378,18
7785,3,3,1,618,0.2059113568001076,1,0,3,0,2,4574,1214,89696,49347,21
7786,1,3,3,624,0.3737816363135556,4,1,1,0,26,2181,1491,67232,33495,2
7787,2,3,1,559,0.3411363865503417,9,0,3,0,19,4057,2147,91873,31129,8
7788,2,3,1,312,0.0474164377207225,6,0,0,0,20,3347,910,69509,565,28
7789,1,0,0,487,0.2907495094065495,4,1,3,0,24,4759,245,13612,59217,19
7790,1,3,0,781,0.460265145616082,2,0,3,0,20,8914,784,34947,40992,13
7791,3,0,3,562,0.6942005933097383,5,0,4,0,1,6193,331,98449,33003,7
7792,3,4,3,724,0.2271674890787537,0,0,3,0,9,7638,2380,63310,83101,14
7793,2,4,0,568,0.6217035107284206,8,1,3,0,21,4095,1473,26939,23436,10
7794,1,0,3,762,0.2871557572870933,12,0,2,0,19,7290,948,134561,37655,13
7795,2,2,1,1260,0.1279250700203041,7,0,4,0,22,1839,635,29842,36056,20
7796,1,3,0,256,0.2004727518161191,1,0,3,0,22,2899,1614,79738,22951,29
7797,2,3,2,176,0.3942264310833281,1,0,3,1,20,208,505,26972,13565,22
7798,3,3,1,296,0.953034501908292,12,0,0,0,11,7364,72,155526,7459,0
7799,3,2,2,204,0.2343122806992752,5,0,0,0,22,2378,1709,53217,29499,18
7800,1,3,2,523,0.1477093891075055,10,0,0,0,7,5283,2416,127339,19118,20
7801,0,5,1,279,0.1845259756731024,3,0,1,0,25,1303,360,9982,6194,7
7802,3,2,1,378,0.1666059868813938,11,0,2,0,4,7240,1675,136565,54344,5
7803,2,4,3,338,0.0913552010828828,1,0,1,1,32,1385,3653,44223,81366,18
7804,2,4,0,479,0.62605588504074,10,0,4,1,0,6997,2132,107879,51665,16
7805,2,1,1,447,0.2964563686923364,6,0,0,0,19,6334,466,209586,46827,17
7806,1,3,1,276,0.3146082628619214,3,0,1,0,22,1486,1211,39229,1576,21
7807,0,4,0,630,0.5838702975034806,8,0,1,0,12,2326,2934,29477,42065,18
7808,0,1,3,304,0.7327349398777264,12,1,1,0,17,6708,850,49659,63094,19
7809,3,2,1,572,0.0107088878366289,14,0,1,0,9,6824,1521,106712,36667,5
7810,2,0,3,486,0.5789005052234766,12,0,4,0,6,3142,2977,121688,25647,14
7811,1,1,3,401,0.2510393407816345,3,1,3,0,34,1134,195,51038,37456,24
7812,0,0,0,648,0.4347220891285891,4,0,1,1,22,5311,812,21004,41244,17
7813,3,0,0,633,0.8142033625524103,9,0,4,1,13,7187,2524,131766,21182,20
7814,1,0,2,591,0.2624421124444177,2,0,1,0,27,2201,2705,40148,42348,12
7815,1,1,0,356,0.5415576469986453,3,0,1,1,20,1474,1760,101659,17556,14
7816,1,0,3,405,0.3643564957668136,3,0,3,0,26,1515,809,15634,31884,3
7817,2,0,3,794,0.2812835893645259,1,0,4,0,22,1708,897,14131,63823,26
7818,2,3,2,630,0.3354361246561392,2,0,1,0,23,4369,1844,62812,36135,2
7819,2,1,1,992,0.1843889770105788,3,0,1,0,29,3174,712,175319,22481,22
7820,2,4,2,412,0.1449647668973386,10,0,3,0,17,8866,2563,115661,32647,16
7821,3,4,1,783,0.5024801450513997,12,0,2,0,2,4365,3069,76143,42608,10
7822,0,2,1,412,0.561441669510706,3,0,4,0,6,4077,1316,121592,29596,17
7823,3,0,2,546,0.1169404413557436,9,0,0,0,26,7319,2098,199701,70956,8
7824,2,4,3,395,0.2070623728950221,11,0,4,0,6,3145,2803,71537,72670,12
7825,0,5,2,575,0.3710448361445352,3,0,2,0,23,10509,354,44794,27237,29
7826,0,0,2,90,0.0914160385779917,4,0,4,0,31,1442,1307,100362,24029,27
7827,1,2,0,887,0.706736986026147,8,1,4,0,13,8803,683,168278,77701,21
7828,2,2,0,298,0.2354491616910288,14,0,4,0,13,4093,2145,86360,58910,9
7829,3,1,0,333,0.1151696735955531,3,0,1,0,36,10780,260,28566,25163,24
7830,2,0,0,960,0.7829643429894928,3,0,4,0,0,3718,1910,102400,68889,26
7831,1,1,0,768,0.3270073947141731,4,0,0,0,21,4632,3311,29304,10584,8
7832,0,3,2,489,0.4408518535454017,2,0,0,0,13,1554,3038,167931,61646,14
7833,3,4,0,541,0.5233887296997253,12,0,1,0,29,3326,1105,156468,33924,15
7834,1,0,2,644,0.2176560230955345,12,0,0,0,14,8135,1478,13133,27410,23
7835,1,0,0,102,0.3336099214568268,1,0,4,0,20,9015,1351,57223,8118,27
7836,3,0,0,380,0.2134083885122342,4,0,2,0,21,8002,1796,81923,80842,5
7837,3,3,1,438,0.3327925963484219,8,0,4,0,2,5228,3028,63286,35931,21
7838,1,2,1,487,0.2818275667747957,3,0,4,0,25,2098,2086,133942,52965,17
7839,3,3,1,199,0.8110399635163204,8,0,4,0,27,4241,2377,74894,42151,10
7840,2,2,2,221,0.3061977389699091,5,0,3,0,26,1785,483,120839,26875,17
7841,2,2,0,533,0.5822051682484923,2,0,3,0,25,6157,4141,15264,60350,27
7842,1,1,0,645,0.3201851500256362,5,0,2,0,26,2514,380,16767,57897,26
7843,1,2,3,503,0.2853546012067132,4,0,2,0,27,5430,1385,22133,42978,21
7844,2,2,3,399,0.0825133900693754,2,0,3,0,21,6331,1153,25986,7482,26
7845,1,3,3,447,0.0137407088177493,3,0,3,0,21,3079,335,65165,24594,5
7846,1,1,3,380,0.116597619683324,1,0,3,0,35,10374,565,45230,263937,19
7847,0,3,1,452,0.5821641153577403,4,0,4,0,10,2922,1170,103821,14471,3
7848,0,1,3,422,0.1291345075097539,2,0,3,1,23,2163,325,163826,12150,28
7849,0,0,1,303,0.2241955757488188,5,0,3,0,21,6338,4419,121501,2330,9
7850,1,1,0,698,0.0949881825895499,5,0,0,0,20,11783,13478,25261,16290,5
7851,3,0,2,493,0.968014155068861,3,0,4,0,1,3944,1412,122812,14005,7
7852,2,2,1,359,0.1627276910927606,2,0,4,0,26,2150,3072,20660,20805,28
7853,2,3,3,245,0.5122606021909643,1,0,3,0,21,3898,579,8520,167564,14
7854,1,1,0,752,0.865827918022793,3,0,0,0,12,7150,1469,102636,42418,7
7855,3,3,3,362,0.4832376614291166,12,0,1,0,28,4383,2914,42340,28675,16
7856,1,2,0,461,0.3697040891819997,4,0,2,0,16,4394,749,304195,83825,26
7857,2,1,2,487,0.1894698923735444,2,0,1,0,24,908,4517,241975,88714,16
7858,1,1,2,609,0.3479385026608829,5,0,4,0,0,2369,1345,130640,19123,20
7859,1,2,0,263,0.5258282099602335,2,0,1,0,24,9451,2152,202596,27221,23
7860,1,4,2,444,0.9629709529809448,10,0,0,0,13,8727,218,130569,68840,0
7861,1,1,0,434,0.3203886309777926,0,0,0,0,5,4277,1996,111703,62296,6
7862,1,2,2,554,0.0166148247451732,3,0,4,0,2,4103,2159,51428,12678,6
