CreditScore,AnnualIncome,LoanAmount,LoanDuration,Age,EmploymentStatus,MaritalStatus,NumberOfDependents,EducationLevel,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,InterestRate,PaymentHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,NetWorth,LengthOfCreditHistory,UtilityBillsPaymentHistory,JobTenure,CorrectPrediction,LoanApproved
657,43270.0,24173.0,24.0,38,0,2,2,0,0,280,0.6098913952988959,2,1,0.4450658464040622,0,4,0,0.1959290947966479,29,2296,363,78829,14837,63992,12,0.5280166885585219,6,1,0
742,19292.8,18833.0,1.8,52,0,3,3,1,2,533,0.7776599138414856,6,8,0.2783026523622959,0,3,0,0.2146835302040939,13,-64,1327,63231,55296,40494,4,0.988149381143646,28,1,0
304,47968.0,21617.0,5.4,31,2,1,0,2,1,343,0.1054329753596021,11,5,0.5090321091698482,0,3,0,0.0802201101882426,25,4905,1958,140646,62271,90469,5,0.0202694883368137,10,1,0
577,33843.0,31419.0,36.0,56,0,1,2,1,0,308,0.1269477560546451,5,1,0.2678108314009965,0,3,0,0.1913836803652104,20,1902,1012,63802,46654,17148,17,0.9541980445259172,5,1,0
570,29784.0,24221.0,60.0,40,0,2,4,1,3,1077,0.1847349287428366,4,2,0.4342217123973825,0,1,0,0.2463468723216225,30,1223,1288,81241,5231,76010,17,0.7053837297206786,8,1,0
653,99975.0,26737.0,36.0,54,0,2,1,1,3,545,0.3639158214107547,4,1,0.2935932576088197,1,3,0,0.1732285902702907,26,4821,1198,15503,61452,7744,10,0.8713023902336494,7,0,0
531,15599.0,24504.0,48.0,23,0,2,4,3,2,420,0.3846354170928907,5,2,0.4938846509489531,0,0,0,0.2508811316577077,25,2636,502,33468,47460,3226,12,0.8130686442083248,4,1,0
692,203812.0,26006.0,72.0,52,0,1,2,4,0,267,0.2483144463442939,5,1,0.1319739605477028,0,3,0,0.1819358340253179,18,3876,2342,339541,12791,326750,26,0.7708036330521274,5,1,1
370,50841.600000000006,24668.0,7.2,57,2,0,0,0,2,189,0.0953323038812132,9,7,0.3712284746144854,0,0,0,0.2834673625788637,21,269,2345,17434,71473,80413,1,0.606521689340443,16,1,0
305,68182.40000000001,25705.0,2.7,61,1,3,3,0,1,912,0.0349682124703712,2,1,0.0979756440999146,0,4,0,0.0761991672138509,28,2805,2500,97921,70689,39371,23,0.4403608204348771,6,0,0
689,58448.8,22405.0,16.2,47,0,3,2,1,2,362,0.5138165448808576,1,1,0.6924994713236405,0,4,0,0.1437329370933101,1,-79,2464,61999,54123,68558,5,0.0677392730887639,29,1,0
567,35987.0,41822.0,48.0,45,0,2,1,4,1,529,0.4177821014219217,2,1,0.3991354176593396,0,1,0,0.3039864,18,4990,467,699837,6696,693141,5,0.7268604440500597,6,1,0
574,47410.0,26584.0,84.0,41,1,1,5,0,3,547,0.2012123669770326,3,1,0.3820002653429186,0,1,0,0.2760922573668556,26,820,2009,77829,31237,46592,6,0.7114974762424375,5,1,0
629,24616.0,8259.0,48.0,43,0,0,0,3,0,301,0.2930182415050206,2,0,0.3969367987407944,0,0,0,0.2116187726084901,26,20287,1452,21739,7896,13843,12,0.8151751434114419,8,1,0
622,94355.0,11168.64,20.0,42,1,1,2,1,1,333,0.0599222365691929,10,5,0.2936329288025726,0,4,0,0.1302913891014169,15,2612,1573,137931,6593,107408,20,0.3822870848540478,3,1,1
483,48111.2,20271.0,3.6,24,1,3,1,0,1,404,0.7988536474620673,3,9,0.1418861846036857,0,2,0,0.2669925173647389,8,5677,2506,145661,47295,16274,1,0.6099130538775417,6,1,0
683,30435.2,24953.0,4.5,41,1,3,1,3,3,957,0.7663218072512392,9,8,0.1004758309900677,0,4,0,0.2556042563041566,2,3207,-591,179355,58750,78766,14,0.0572537218609101,20,1,0
502,37551.2,18389.0,22.5,39,2,3,4,4,0,607,0.186853229988773,3,1,0.6720180609044192,0,1,0,0.2600215502235958,29,7792,3123,137891,32666,67961,0,0.3121732826037144,16,1,0
550,19978.0,22864.0,48.0,33,0,2,2,3,0,151,0.2714985552850833,3,1,0.1192069994703783,0,1,0,0.2149662301227124,27,2224,5597,55870,25404,30466,24,0.8446617581153095,4,1,0
581,37165.0,6258.0,36.0,34,0,1,1,2,0,301,0.4677192467465712,1,0,0.1828655672942445,0,1,0,0.2103633421960081,28,7099,1367,62715,17580,45135,3,0.9000432872510854,8,1,0
430,51610.4,19080.0,1.8,44,2,3,3,1,1,359,0.4328430490243926,6,5,0.8236832553455015,0,0,0,0.2626019317085599,10,5427,2087,121490,62257,27151,22,0.1023953398596083,4,1,0
583,56126.0,33282.0,108.0,42,0,1,2,4,0,942,0.3041401677361984,2,1,0.1617771626355836,0,2,0,0.2765781649893207,21,2079,1899,37526,9002,28524,25,0.8080715396307694,3,1,0
489,54932.8,28732.0,8.1,51,2,1,4,0,1,304,0.7296436796995611,10,0,0.0290174627429522,0,1,0,0.0398307850663536,7,4207,2186,9354,43507,66732,6,0.5130538397565682,24,1,0
606,31293.0,14777.0,36.0,49,1,0,2,1,3,397,0.6938612517056296,2,3,0.4750545764117956,0,1,0,0.1734201770632624,26,1405,1084,373909,5767,368142,23,0.9569907068343252,6,0,1
438,56458.4,26216.0,2.7,61,0,0,4,1,0,-14,0.9656395495873984,2,0,0.1491576130934223,0,4,0,0.0734383851570888,16,4512,1599,146289,69080,56681,16,0.1930582503178407,39,1,0
334,38166.4,19240.0,10.8,48,1,1,4,2,1,330,0.5315752617234288,9,1,0.5225488909079204,0,1,0,0.1564887582111074,2,4897,2061,143453,37096,78539,27,0.8472137062032842,4,1,0
698,64118.0,12472.320000000002,30.0,36,1,3,1,2,1,580,0.4530084421932867,4,3,0.3376855204118629,0,2,0,0.1305989765161699,29,845,1833,79954,24093,41841,4,0.8813955460719339,9,1,1
329,46012.8,10564.0,11.7,39,0,1,1,4,1,189,0.6868526726484765,1,4,0.6073017152172575,0,3,0,0.2735820760771056,26,7148,2877,24221,45895,14677,2,0.8914725403452326,17,1,0
604,15000.0,14486.0,36.0,30,0,1,1,4,2,489,0.2540975320411908,2,0,0.0983368798500402,0,1,0,0.2093177043536846,13,1358,777,27457,28435,7919,24,0.7657450116875778,4,1,0
474,46060.0,16158.0,2.7,37,0,3,2,4,0,479,0.441932973939057,3,2,0.6083637298599112,0,2,0,0.1152216463072491,2,3387,1425,154085,70123,94286,6,0.8564579658991991,9,1,0
526,142755.0,21175.0,24.0,45,0,2,0,0,2,531,0.1808759025152497,3,2,0.2207324869839424,0,1,0,0.244049754731386,26,3320,738,90431,7547,82884,11,0.7237405706376859,7,1,1
373,61061.600000000006,13406.0,2.7,55,1,2,3,4,3,717,0.2161582092456589,9,2,0.8513696577704413,0,4,1,0.2336586516182937,15,2640,2592,77689,2001,58757,18,0.4537956463886787,0,0,0
429,48918.4,22598.0,13.5,39,0,3,4,0,1,665,0.2101853273144432,5,7,0.4833987326424563,0,4,0,0.1769251452340162,3,3152,1550,84416,46490,37066,10,0.3305004146181017,17,1,0
601,107331.0,19264.0,12.0,40,0,1,4,3,3,485,0.3082384641624163,4,2,0.0928403068958068,0,0,0,0.1822951844209298,22,19999,1657,46000,11521,34479,20,0.783375839141311,1,1,1
604,31227.0,17912.0,60.0,46,0,1,0,3,1,354,0.1277399272580853,1,1,0.3872919916065342,1,0,0,0.2404956797164826,20,3622,1041,34849,7494,27355,16,0.6095058119866569,7,1,0
635,29324.800000000003,16367.0,15.3,44,1,2,1,0,1,477,0.4639436740167882,10,8,0.2512423179637646,0,4,0,0.1241503951275695,13,-2716,1720,61403,61246,11985,23,0.5871896814556535,18,1,0
345,25280.800000000003,20680.0,24.3,34,1,0,2,4,3,375,0.7343979200914362,0,9,0.1158654958226025,0,4,0,0.0385646262296818,29,2346,986,76131,42946,65547,12,0.8401571772551697,11,1,0
782,62021.0,9829.12,3.0,39,2,0,0,1,2,248,0.7364868361653407,11,9,0.5240748377079547,0,3,0,0.0325110401742962,18,5619,1448,74868,50442,66289,11,0.1715511966539208,6,1,1
667,69317.0,8497.28,6.0,59,2,0,1,3,0,448,0.435137479102234,3,5,0.7249770588108067,0,0,0,0.2847232998860241,18,2108,1996,53508,31530,80649,12,0.5169826092584066,15,1,1
710,54093.0,17472.640000000003,7.0,45,0,2,4,1,3,410,0.7689529482308332,1,8,0.2450951991342795,0,4,0,0.0377045920435328,22,5230,2338,71058,16817,76267,17,0.3374817204737481,15,0,1
579,189561.0,25658.0,24.0,35,0,2,4,3,3,702,0.3196589266618408,5,0,0.4208317347659434,0,3,0,0.2533896,32,2907,1888,31614,6189,25425,28,0.9334082949677376,5,1,1
336,47998.4,16219.0,17.1,46,1,2,0,3,2,542,0.4042016972484987,13,5,0.9823311730764278,0,1,0,0.0111313379764528,22,2007,618,105412,57924,21736,16,0.4761213317809876,24,1,0
672,54160.0,14438.0,5.4,47,1,2,1,0,1,562,0.5891197806103035,10,8,0.4602743590055339,0,3,0,0.1213566087340231,11,5635,755,122571,30864,68553,16,0.6607896054555189,16,1,0
546,47349.0,9049.6,27.0,29,1,3,0,2,3,298,0.0114849827037033,5,3,0.5976045269432072,0,2,0,0.253764442755045,29,7742,3507,182192,22668,79094,1,0.4297841336152007,4,0,1
526,62729.0,24482.0,24.0,35,0,2,5,3,0,247,0.2533053350362448,3,2,0.2259710294101901,0,3,0,0.2514455590690402,31,2951,114,52000,8919,43081,2,0.8334655058551642,9,0,0
409,57510.4,12965.0,1.8,46,2,3,4,4,1,9,0.5866114949668103,10,1,0.4352310936764779,0,4,0,0.2995546168019916,27,-2438,2759,31853,47738,142740,28,0.920692694169632,28,1,0
508,47367.0,17461.0,24.0,38,2,3,2,3,3,397,0.5771367165094432,2,1,0.3212741778117425,0,4,0,0.2224428431056112,23,10708,2728,43113,5339,37774,17,0.906406471029056,9,1,0
571,67218.0,21987.0,36.0,62,0,1,1,0,2,480,0.4035732638545591,2,1,0.4731547545773993,0,2,0,0.2005719491584372,28,1328,1451,20670,16645,4025,17,0.8818768476394605,8,1,1
328,49186.4,9867.0,6.3,44,2,2,4,0,1,440,0.2312105185097324,5,8,0.1933933333682423,0,1,0,0.0502419370819864,22,2842,2901,35775,98145,-451,1,0.1059860963672384,6,1,0
618,75505.0,15360.0,96.0,51,0,3,3,0,3,626,0.0630185952586356,2,3,0.127116627672403,0,3,0,0.2225295579548688,28,1290,478,28315,8910,19405,8,0.901118265887944,1,0,0
557,75989.0,16615.0,60.0,42,1,1,1,4,3,861,0.1943589795546756,0,0,0.0945248667228143,0,1,0,0.2681381044161157,27,1309,356,11540,40180,7773,13,0.783843339239664,7,0,0
597,73872.0,23266.0,48.0,18,1,1,1,1,3,516,0.5044810140488502,3,1,0.2659490554225579,0,3,0,0.1978996632940577,24,2808,263,294853,6979,287874,7,0.8732505926250842,4,1,1
609,32137.0,15406.0,48.0,50,0,1,0,4,2,479,0.2455658014363791,5,0,0.161739088890773,0,1,0,0.188537274692257,22,3647,364,70400,4580,65820,15,0.7886861462044992,8,1,0
482,41306.4,18792.0,3.6,57,2,0,4,3,3,527,0.8536295890532871,14,5,0.309886833315821,0,0,0,0.2920882739381242,21,8949,1601,92723,56615,69485,28,0.8415380470585015,1,1,0
751,70314.0,12237.440000000002,30.0,29,0,0,3,0,0,548,0.6789429771877628,5,9,0.2680542782569268,0,1,0,0.2707128757059768,3,1765,2353,79277,40639,11493,11,0.3387117744193137,1,1,1
384,43064.8,19546.0,4.5,38,2,1,0,1,2,76,0.698867525959631,7,1,0.1974640589316789,0,3,1,0.1054270529416429,19,7284,423,84755,54180,54363,13,0.183192385333537,6,1,0
577,49955.0,23149.0,36.0,42,0,1,0,3,2,202,0.2135713389333109,1,0,0.1949226553027568,0,0,0,0.2047016500411833,30,2023,328,99949,17492,82457,8,0.8386671144177399,3,1,0
465,45860.0,25911.0,24.3,33,0,3,3,0,3,473,0.7313898879627097,14,8,0.9639801772842496,0,0,0,0.201467840410676,8,2825,3010,55922,15694,75637,8,0.887281673447556,3,1,0
564,25522.4,13708.0,0.9,56,0,1,3,0,1,600,0.6393072712724718,8,4,0.0258350385868926,0,4,0,0.0397941958573511,3,466,878,102059,44310,41180,27,0.7946993782368318,11,1,0
755,38216.0,11858.56,20.0,44,2,1,3,2,1,808,0.3070049591010128,10,9,0.1489458088159813,0,4,0,0.2491458100886363,27,4876,1916,50459,12453,82823,3,0.8630144298784654,11,0,1
585,133224.0,19512.0,60.0,18,0,1,3,4,1,985,0.6287402541546209,2,2,0.4213940546841659,0,1,0,0.2722149456143424,16,17818,710,177315,76526,100789,13,0.855573145695071,3,1,1
544,53395.0,19867.0,60.0,30,0,2,0,3,2,388,0.7442724495332104,1,3,0.3062943192592441,0,0,0,0.2806981871929987,19,6040,6863,72147,1519,70628,13,0.8740207791858948,5,1,0
803,54176.0,13020.160000000002,7.0,33,1,3,0,1,1,352,0.5229694036339997,9,0,0.306405928515024,0,1,0,0.2113391796803394,29,6114,664,129201,54769,32742,10,0.56908149763847,1,0,1
366,41485.600000000006,20007.0,3.6,38,1,3,3,4,0,527,0.2296311608513976,11,6,0.1392841673664479,0,2,0,0.2300026990073215,3,7942,2487,33875,30137,10910,14,0.1745763112866037,0,1,0
596,60312.0,51935.0,48.0,26,0,1,3,1,3,561,0.0251073116977306,4,2,0.2503028762103423,0,2,0,0.2593745651278163,17,889,1205,206307,19715,186592,23,0.8166336369175127,6,1,0
536,40010.0,9156.0,60.0,23,0,2,0,1,3,306,0.1523778651959884,6,2,0.4578107644069135,0,3,0,0.2383383950485939,33,2024,7519,28260,12352,15908,11,0.8850827105757513,9,1,0
517,31368.0,21021.0,1.8,54,1,3,3,2,1,606,0.9366412745355877,5,3,0.80995121523835,0,0,0,0.1324747904052084,6,5400,1945,63074,37149,27260,20,0.7399333502094373,31,1,0
677,32202.4,14380.0,8.1,55,1,2,4,4,0,452,0.2143532817606824,8,8,0.0451223490667912,0,0,1,0.2454859681937451,9,6050,3264,48003,48126,72363,10,0.0418361265490301,20,1,0
489,58405.600000000006,11019.0,1.8,60,0,1,4,4,3,649,0.6154523443274179,12,6,0.2786457832937495,0,4,0,0.107012815694739,17,4507,1278,49310,59122,98481,10,0.1703795437664074,7,1,0
549,18882.0,34311.0,48.0,31,0,2,0,1,2,351,0.2724918432860037,4,0,0.3588058647483752,0,1,0,0.2729940139023308,27,3432,1244,39081,17673,21408,22,0.9143404693475942,3,1,0
543,35442.0,16703.0,48.0,49,1,3,1,3,2,668,0.3859483072286186,4,1,0.1709703286558817,0,0,1,0.2855921925153055,20,3576,600,123954,29230,94724,27,0.7647002446885063,6,1,0
573,32502.0,11804.0,36.0,26,0,2,5,1,0,394,0.1890176756629201,3,1,0.104714383194034,0,4,0,0.1905575938204657,28,644,284,158349,70657,87692,27,0.6849163094091504,10,0,1
558,38509.0,9455.0,48.0,21,0,2,1,3,0,468,0.3604147838380021,3,1,0.6018513141507658,0,4,0,0.2366868556520741,23,3065,288,8734,29979,5590,20,0.7534867793785663,7,1,0
596,75462.0,14854.4,15.0,41,1,2,1,1,3,546,0.1305185679909896,0,2,0.6224240331386365,0,4,0,0.1931544912385001,15,2781,1804,59245,3435,-19323,22,0.3556117915645159,9,1,1
629,77753.0,28988.0,60.0,51,0,2,2,3,2,399,0.254322079682552,2,0,0.2309801391661087,1,1,0,0.1975928029188504,22,4940,1241,33735,24521,9214,15,0.9369265991448884,5,0,0
753,64483.0,14268.160000000002,5.0,49,0,1,4,1,1,574,0.4317146278626711,1,3,0.414217743594392,0,0,0,0.1785636398258403,9,9632,1237,57933,25734,65411,22,0.2963434750978658,4,1,1
504,95184.0,25664.0,72.0,43,0,2,1,3,1,457,0.2272159283082532,2,1,0.2912121863484438,0,3,0,0.323066713231068,27,527,200,79419,12017,67402,20,0.7184632220592599,3,0,0
609,27975.0,26578.0,36.0,43,0,2,0,0,1,275,0.156987042980578,4,1,0.2368824537863056,0,4,0,0.1907178068599957,28,16164,166,202220,24905,177315,3,0.7637206008048291,3,1,0
615,35902.0,14393.0,36.0,29,0,2,2,4,3,265,0.3205257676195462,1,2,0.1806515242716402,0,2,0,0.211012520576752,30,7130,350,41230,4466,36764,23,0.6879289637271169,2,1,0
362,70576.0,27042.0,4.5,58,2,3,4,3,0,871,0.5390943395572443,12,7,0.4126763708209252,0,0,0,0.0184514972271649,11,479,2716,69767,81242,21612,5,0.6700650363163987,0,0,0
489,28791.0,32119.0,60.0,35,1,1,1,2,2,112,0.1340663584768923,4,2,0.1016342552989136,0,3,0,0.3101593235430745,24,471,2212,48531,105832,7874,4,0.6510762326975048,2,1,0
557,41472.0,17105.0,60.0,47,2,1,3,1,3,266,0.1711305951523627,3,1,0.5016516463466845,0,3,0,0.2607145556441128,22,2023,2189,127917,35679,92238,19,0.4631384724589251,5,1,0
603,59020.0,42539.0,24.0,52,0,1,1,2,3,292,0.1447167795523154,4,1,0.1009901800505827,0,3,0,0.1913892919169129,27,4831,7376,29338,90569,9199,23,0.863604742043028,7,1,0
504,48856.8,21897.0,0.9,60,2,3,2,1,3,503,0.341539858640421,0,4,0.9846011233835265,0,4,0,0.2382222941797599,2,7117,2387,177779,73906,86733,10,0.2851784783352615,29,1,0
516,58228.0,15444.480000000003,5.0,45,2,1,2,0,1,591,0.6759748959427483,2,5,0.263674772687907,0,1,0,0.1523554508538422,7,7102,2369,127803,27349,104219,9,0.9372003262412092,12,0,1
510,58260.0,31093.0,5.4,46,0,0,4,4,2,453,0.5658751057112178,13,8,0.2896588747619375,0,0,0,0.1942422897691238,11,3006,1899,147371,75987,84194,10,0.4772768962603351,21,1,0
588,35971.0,20617.0,60.0,22,0,2,1,4,0,333,0.29873461284779,3,0,0.1683570821875503,0,2,0,0.257909068425658,23,2656,20239,103446,53909,49537,23,0.77281055774224,5,1,0
449,48059.2,16282.0,14.4,32,2,3,3,0,3,656,0.3122890926654748,6,6,0.0020758605762479,0,0,0,0.2789983042007208,29,-2135,2106,88645,30362,2484,4,0.2452643483335014,11,1,0
366,60250.4,13933.0,22.5,35,0,2,3,2,0,573,0.4572414623023997,8,2,0.1583690786908299,0,2,0,0.03943496706435,27,4341,943,102511,60252,33342,5,0.1858814854315386,10,1,0
684,51769.0,8983.04,9.0,49,0,3,3,4,3,836,0.5899910208445116,3,6,0.4067683516855377,0,1,0,0.1309449549368168,24,6395,4645,89138,53075,82552,1,0.5914362676291399,19,0,1
845,82359.0,15013.120000000004,3.0,53,1,2,0,2,1,628,0.3798866665091805,11,6,0.1720499261012424,0,4,0,0.0136768365489867,17,11666,2453,93383,13790,51586,12,0.292346946407382,23,1,1
682,50131.2,23416.0,8.1,55,2,0,1,1,1,334,0.7268554196713628,9,4,0.0503665545405952,0,3,0,0.1641204456529195,26,-2183,2072,108039,18006,98672,16,0.1027824064701222,12,1,0
338,40355.2,21227.0,13.5,37,0,1,1,2,1,422,0.159883430098464,2,8,0.2126519115679963,0,1,1,0.0111424616411943,13,2523,1070,145902,46333,62749,16,0.1591540828046574,9,1,0
496,48233.0,22105.0,60.0,47,2,2,0,0,0,486,0.1070413763896723,1,2,0.2330252775633335,0,0,0,0.3079031845158281,22,4438,1343,87365,62972,24393,5,0.7759556227707403,3,1,0
381,59522.4,19518.0,3.6,42,2,1,1,1,0,483,0.8776398870359347,6,7,0.5079146319839718,0,1,0,0.1302228687448922,26,3306,1542,115369,73354,33793,4,0.9247779104300476,3,1,0
527,102572.0,11932.8,11.0,45,1,3,4,2,3,208,0.0189450665662829,2,8,0.8064469632500675,0,3,0,0.2500922408519759,6,1436,3781,140930,11635,82494,26,0.4212792103403964,13,1,1
595,105376.0,20223.0,48.0,38,0,0,1,2,0,283,0.2020604615182414,5,1,0.2224146112251789,0,0,1,0.2230936319994841,25,1311,15030,113375,10250,103125,22,0.6645407385159774,7,1,1
648,48894.0,17307.0,72.0,34,0,2,4,4,0,211,0.2774780486082077,3,1,0.4227896198254861,0,0,0,0.2058979441335297,29,4486,445,25371,9727,15644,16,0.7875675634575081,10,0,1
429,44797.600000000006,21783.0,8.1,41,1,3,4,2,0,136,0.6882253301208135,0,7,0.4725205501018857,0,0,0,0.282551168434748,6,1564,2246,83332,44338,48449,20,0.3719635217412784,22,1,0
509,50562.0,22929.0,24.0,34,0,1,1,0,0,378,0.0609069795558087,3,1,0.2230741452244187,0,1,0,0.282869942482708,32,4790,1144,41069,4429,36640,5,0.7795952582488584,4,1,0
572,44023.0,62747.0,48.0,37,0,1,1,3,0,638,0.624116464364036,3,1,0.1406406178830923,1,2,0,0.2476650615461633,23,3174,357,49771,91973,7016,10,0.8308127360327997,7,1,0
585,33332.0,20190.0,48.0,53,0,2,2,0,2,165,0.2283265881706654,1,1,0.1863716111022688,0,3,0,0.2267194668724539,29,2675,938,53173,36307,16866,12,0.664454043615602,5,1,0
577,120883.0,21095.0,24.0,49,0,1,1,1,0,541,0.1691452036660633,4,0,0.5523338935974184,0,1,0,0.2233422035936972,22,2047,1051,56930,15272,41658,8,0.6422548190771873,4,1,1
347,40893.600000000006,19774.0,0.9,64,1,2,2,4,1,345,0.1318375968287652,5,9,0.9619174807755032,0,1,0,0.2438696541632818,7,9634,3837,111324,54490,29436,22,0.0695401705192376,3,1,0
595,44961.0,15062.0,84.0,31,0,1,1,0,3,186,0.4881681795679162,2,0,0.1042750388710017,0,4,0,0.2607027732686683,26,485,613,91668,6213,85455,24,0.8911620976460622,5,1,0
794,52209.0,11179.520000000002,6.0,60,2,0,2,2,3,304,0.7391692532824227,6,3,0.7134754211584995,0,4,0,0.2258362326956316,24,5868,2408,176146,8517,57055,5,0.1169492716628448,14,0,1
422,46465.600000000006,14206.0,6.3,48,2,1,2,3,3,142,0.5285318729249839,1,4,0.4425277927680203,0,1,0,0.2831501357567047,7,3655,2439,132326,76858,48788,13,0.088328696697049,28,1,0
780,80760.0,13539.2,8.0,36,1,0,4,2,1,466,0.9958269745438464,8,1,0.2076267190628248,0,4,0,0.1663434447585697,8,-804,1022,116849,8123,79655,11,0.853402649107394,15,1,1
511,27380.0,18845.0,60.0,30,1,2,2,1,0,233,0.173878957846155,3,1,0.5115429124224178,0,1,0,0.2920392586908577,20,1932,3244,137036,62320,74716,26,0.6713148498636785,5,1,0
596,72675.0,13746.0,48.0,37,0,0,3,3,0,329,0.1384587016946553,1,0,0.2030867294103774,0,3,0,0.2242779079295308,20,4828,3406,53672,10665,43007,21,0.677864143211279,6,1,1
572,33137.0,13007.0,24.0,40,0,1,1,3,0,165,0.3727497358290592,3,1,0.1059330646058692,0,3,0,0.179051225562292,20,2429,1744,48125,4820,43305,8,0.7770314411468809,2,1,0
415,23540.800000000003,23512.0,8.1,41,0,0,0,4,0,534,0.3411404214882688,2,6,0.2327770152957622,0,1,0,0.1943225532103495,18,11195,2417,52336,30865,79206,10,0.5493696307158261,21,1,0
373,37343.2,21518.0,14.4,39,0,0,4,4,1,933,0.1485503018067626,14,5,0.4772170797315986,0,4,0,0.1807298297934847,20,5590,1795,45161,43589,-8087,10,0.5808569197059986,8,1,0
442,42499.2,28254.0,6.3,35,0,2,1,3,3,578,0.2730257176583568,5,5,0.0597332581262263,0,0,0,0.2847671795120285,19,-2256,2133,56298,49008,15576,5,0.4725566054130986,6,1,0
517,32594.0,13411.84,12.0,46,1,2,4,4,0,290,0.6030572371214354,1,3,0.5135429303434387,0,4,0,0.2362920760118148,24,-576,3228,116258,38698,38269,1,0.1150093539186051,7,0,1
603,22873.0,27761.0,36.0,39,1,2,1,1,2,279,0.2776892527890224,3,0,0.5355324984917321,0,0,1,0.219202047203266,28,3491,77,7717,34136,3680,9,0.8653939698399677,5,1,0
638,216255.0,39518.0,60.0,55,2,2,0,1,3,165,0.1923629550934906,0,0,0.2985096596729014,0,1,0,0.2076947735844389,32,689,754,47326,51258,7909,23,0.9250379980676776,8,1,1
506,55135.2,14341.0,6.3,38,0,3,2,3,0,107,0.2076250316169142,1,8,0.1594164676513936,0,3,0,0.2315724740146341,3,8793,1780,169262,35756,67858,13,0.1192342692065421,15,1,0
465,45318.4,16988.0,1.8,42,1,2,0,0,0,349,0.1860593660332313,3,0,0.4595957277051806,0,4,0,0.170739150090672,11,2997,1213,138304,52333,71531,19,0.175086359522092,13,1,0
535,43227.0,11544.0,48.0,49,0,2,0,3,3,200,0.0928158457082613,1,1,0.5008215998661423,0,0,0,0.2271773052812101,26,1459,1376,46012,45943,9520,18,0.893977430941857,6,1,0
654,33864.8,17306.0,4.5,50,1,3,0,1,1,734,0.0895139813256178,8,6,0.1389063666819452,0,4,0,0.0970785160635718,21,-3711,1285,-17984,58220,25849,22,0.6628549841995175,4,1,0
467,34486.4,22146.0,0.9,62,1,0,0,4,1,33,0.5460428212248303,8,1,0.4746387317363285,0,3,0,0.2094053651708544,13,4657,2756,45694,42481,63406,15,0.453396607349726,36,1,0
672,47116.8,18828.0,16.2,37,0,2,2,3,2,712,0.9360290531927952,11,5,0.6705174936396933,0,2,0,0.2212042772496274,4,6412,776,99158,68586,48594,9,0.9004050849578423,14,1,0
513,44743.0,34451.0,60.0,24,0,2,0,3,0,705,0.1168733449113287,2,2,0.5816878324197702,0,1,0,0.2780664750137248,27,3828,983,48595,32994,15601,18,0.6764295408140057,3,1,0
499,17523.0,13610.0,48.0,53,0,1,2,1,0,1110,0.0905129853676432,4,1,0.1120221032447304,0,3,0,0.2104980665198411,34,1782,2143,100763,12840,87923,15,0.8332273198069118,9,1,0
783,57502.0,13852.160000000002,5.0,56,0,3,1,2,1,260,0.5814466950091578,2,6,0.6237516248888745,0,0,0,0.0978535572486521,29,2502,696,167299,49311,43277,21,0.5711962498770705,5,0,1
638,64873.600000000006,21951.0,11.7,41,2,0,1,0,0,602,0.1953428276420835,6,2,0.6793556908200872,0,4,0,0.0302548679586418,24,4144,2500,186527,56914,55213,11,0.4265415818786484,3,0,0
626,58466.4,18635.0,16.2,46,2,1,0,1,1,907,0.3623414761623034,4,4,0.7353026385362037,0,1,0,0.0662347368555443,4,3218,2802,87333,13379,28659,3,0.9027156708448985,17,1,0
500,104745.0,12576.0,60.0,54,0,2,2,0,3,250,0.5971321830623151,1,2,0.235949556545185,0,4,0,0.2732207373608353,30,4311,174,20266,22803,9540,17,0.7701208266116641,4,1,1
537,64043.0,40563.0,120.0,33,0,1,1,1,0,413,0.5827263334603939,3,2,0.1038370174840724,0,1,0,0.3165016996550222,29,4212,2024,288226,62390,225836,8,0.749009289396642,6,0,0
788,49214.0,11453.440000000002,19.0,46,2,0,4,3,0,694,0.7072910719938894,14,5,0.7204325330610066,0,0,0,0.1202091312632015,10,1427,1552,37280,9817,54703,28,0.0045760321057884,10,0,1
553,41898.0,18726.0,96.0,35,0,0,3,0,3,975,0.2164514410519888,4,0,0.5784514337501547,0,3,0,0.2732462814953338,30,7208,1014,151884,50378,101506,7,0.7839005325664397,7,1,0
542,58678.0,18641.0,24.0,28,0,1,3,3,0,219,0.1350817116831972,3,0,0.19976972523782,0,3,0,0.2583672341107681,25,1437,491,33906,47553,5487,4,0.7964381131314092,4,1,0
536,31705.0,35884.0,72.0,38,0,1,1,0,3,1230,0.1992911182571155,1,3,0.1527560793627347,0,3,0,0.2703957061404922,27,709,461,181240,30687,150553,7,0.9157179077493316,7,1,0
552,38881.0,27802.0,24.0,31,0,1,1,3,3,358,0.1284188111214744,1,2,0.2861256037037768,0,2,0,0.2568859429227825,22,683,877,20903,9257,11646,11,0.696434362105709,2,1,0
570,117275.0,16143.0,36.0,53,0,1,1,1,2,381,0.1471924495952056,5,0,0.1000202501901572,0,0,0,0.2025075485241034,24,5269,2486,81246,13487,67759,18,0.8112492805355526,1,1,1
